accession,organism_name,common_name,species_taxid,infraclass,order,family,genus,assembly_name,assembly_level,refseq_category,scaffold_n50,contig_n50,total_sequence_length,scaffold_count,contig_count,gc_percent,genome_coverage,gene_count,protein_coding_count,submission_date,annotation_name
GCF_037893015.1,Macrotis lagotis,bilby,92651,Mammalia,Peramelemorphia,Peramelidae,Macrotis,bilby.v1.9.chrom.fasta,Chromosome,reference genome,343853051,1227456,3655715178,608,5027,37.5,67,36223,21156,2024-04-04,GCF_037893015.1-RS_2025_05
GCF_021613505.1,Equus quagga,,89248,Mammalia,Perissodactyla,Equidae,Equus,UCLA_HA_Equagga_1.0,Chromosome,reference genome,122556673,427941,2500914156,12506,27130,41.5,48,27599,21070,2022-01-31,GCF_021613505.1-RS_2023_03
GCF_041296235.1,Equus asinus,donkey,9793,Mammalia,Perissodactyla,Equidae,Equus,EquAss-T2T_v2,Chromosome,reference genome,101318199,102829910,2797756172,848,855,42.5,185,33601,21414,2024-12-12,GCF_041296235.1-RS_2024_12
GCF_041296265.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,TB-T2T,Chromosome,reference genome,99223387,99223387,2769438211,624,629,43,185,39335,21772,2024-08-16,GCF_041296265.1-RS_2024_12
GCF_016077325.2,Equus asinus,donkey,9793,Mammalia,Perissodactyla,Equidae,Equus,ASM1607732v2,Chromosome,,98589534,25073460,2431907375,50,1468,41.5,211,38517,21649,2021-10-14,NCBI Equus asinus Annotation Release 101
GCF_002863925.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,EquCab3.0,Chromosome,,87230776,1502753,2506949475,4700,10986,41.5,88,33687,20955,2018-01-05,GCF_002863925.1-RS_2024_08
GCF_037783145.1,Equus przewalskii,Przewalski's horse,9798,Mammalia,Perissodactyla,Equidae,Equus,EquPr2,Chromosome,reference genome,85145959,25995503,2499640368,2146,2456,42,43,34800,20517,2024-04-01,GCF_037783145.1-RS_2024_12
GCF_020826845.1,Diceros bicornis minor,,77932,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,mDicBic1.mat.cur,Chromosome,reference genome,65026825,28468213,3005519209,1075,1290,41.5,30.57,30368,21434,2021-11-10,GCF_020826845.1-RS_2023_07
GCF_030020395.1,Manis pentadactyla,Chinese pangolin,143292,Mammalia,Pholidota,Manidae,Manis,mManPen7.hap1,Chromosome,reference genome,149551276,25547713,2840164579,661,1044,41,30.11,31161,21077,2023-05-23,GCF_030020395.1-RS_2023_06
GCF_040802235.1,Manis javanica,Malayan pangolin,9974,Mammalia,Pholidota,Manidae,Manis,MJ_LKY,Chromosome,reference genome,141798549,61244301,2559979548,62,150,41,38,33018,20586,2024-07-22,GCF_040802235.1-RS_2025_04
GCF_015220235.1,Choloepus didactylus,southern two-toed sloth,27675,Mammalia,Pilosa,Megalonychidae,Choloepus,mChoDid1.pri,Chromosome,reference genome,146178362,20994632,3214686105,145,1384,40,56.84,41055,23549,2020-11-03,NCBI Choloepus didactylus Annotation Release 100
GCF_023851605.1,Tamandua tetradactyla,southern tamandua,48850,Mammalia,Pilosa,Myrmecophagidae,Tamandua,mTamTet1.pri,Chromosome,reference genome,174634624,9869167,3205724741,200,1161,39.5,66.47,49444,21002,2022-06-22,GCF_023851605.1-RS_2025_09
GCF_049354715.1,Callithrix jacchus,white-tufted-ear marmoset,9483,Mammalia,Primates,Cebidae,Callithrix,calJac240_pri,Chromosome,reference genome,141933726,137132494,2933409465,24,27,41,60,44333,21743,2025-04-08,GCF_049354715.1-RS_2025_12
GCF_011100555.1,Callithrix jacchus,white-tufted-ear marmoset,9483,Mammalia,Primates,Cebidae,Callithrix,mCalJa1.2.pat.X,Chromosome,,136971485,13222669,2874864526,1233,2398,41,63.44,42308,22355,2021-04-28,GCF_011100555.1-RS_2023_03
GCF_048565385.1,Saimiri boliviensis,Bolivian squirrel monkey,27679,Mammalia,Primates,Cebidae,Saimiri,mSaiBol1.pri,Chromosome,reference genome,129414808,69222429,2747459968,62,135,41,34.8,36124,20437,2025-03-12,GCF_048565385.1-RS_2025_06
GCF_009663435.1,Callithrix jacchus,white-tufted-ear marmoset,9483,Mammalia,Primates,Cebidae,Callithrix,Callithrix_jacchus_cj1700_1.1,Chromosome,,98198953,25227091,2897807928,993,1335,41,40,42294,22252,2020-05-22,NCBI Callithrix jacchus Annotation Release 105
GCF_049350105.2,Macaca mulatta,Rhesus monkey,9544,Mammalia,Primates,Cercopithecidae,Macaca,T2T-MMU8v2.0,Complete Genome,reference genome,162285572,162285572,3115120525,22,22,41,81,44631,21513,2025-07-24,GCF_049350105.2-RS_2025_08
GCF_037993035.2,Macaca fascicularis,crab-eating macaque,9541,Mammalia,Primates,Cercopithecidae,Macaca,T2T-MFA8v1.1,Complete Genome,reference genome,162126771,162126771,3060038958,22,22,41,76,40596,21271,2024-09-18,GCF_037993035.2-RS_2025_03
GCF_043159975.1,Macaca nemestrina,pig-tailed macaque,9545,Mammalia,Primates,Cercopithecidae,Macaca,mMacNem.hap1,Chromosome,reference genome,154799650,40835442,3116288670,361,621,41,38.4,42216,21128,2024-10-15,GCF_043159975.1-RS_2025_01
GCF_024542745.1,Macaca thibetana thibetana,,257877,Mammalia,Primates,Cercopithecidae,Macaca,ASM2454274v1,Chromosome,reference genome,150623419,48622411,2822383045,623,989,41,86,35380,21402,2022-08-09,GCF_024542745.1-RS_2023_02
GCF_012559485.2,Macaca fascicularis,crab-eating macaque,9541,Mammalia,Primates,Cercopithecidae,Macaca,MFA1912RKSv2,Chromosome,,149803873,26251577,2800882497,400,1005,41,201,35561,21335,2021-10-26,NCBI Macaca fascicularis Annotation Release 102
GCF_007565055.1,Rhinopithecus roxellana,golden snub-nosed monkey,61622,Mammalia,Primates,Cercopithecidae,Rhinopithecus,ASM756505v1,Chromosome,reference genome,144559847,5723610,3038460517,3256,6088,41,100,34842,21094,2019-07-29,NCBI Rhinopithecus roxellana Annotation Release 101
GCF_008728515.1,Papio anubis,olive baboon,9555,Mammalia,Primates,Cercopithecidae,Papio,Panubis1.0,Chromosome,reference genome,140274886,1464978,2869804647,11144,15212,41,60,39274,21087,2019-10-02,NCBI Papio anubis Annotation Release 104
GCF_002776525.5,Piliocolobus tephrosceles,Ugandan red Colobus,591936,Mammalia,Primates,Cercopithecidae,Piliocolobus,ASM277652v5,Chromosome,reference genome,131283114,100421,2993041957,32287,88792,41,38.61,35364,21528,2019-12-12,NCBI Piliocolobus tephrosceles Annotation Release 102
GCF_003255815.1,Theropithecus gelada,gelada,9565,Mammalia,Primates,Cercopithecidae,Theropithecus,Tgel_1.0,Chromosome,reference genome,130230028,310061,2889614139,15307,35107,41,56,32585,20683,2018-06-19,NCBI Theropithecus gelada Annotation Release 100
GCF_047675955.1,Chlorocebus sabaeus,green monkey,60711,Mammalia,Primates,Cercopithecidae,Chlorocebus,mChlSab1.0.hap1,Chromosome,reference genome,100816256,13913161,3267373866,1654,1983,41,28,35179,20783,2025-02-12,GCF_047675955.1-RS_2025_04
GCF_000364345.1,Macaca fascicularis,crab-eating macaque,9541,Mammalia,Primates,Cercopithecidae,Macaca,Macaca_fascicularis_5.0,Chromosome,,88649475,86040,2946827162,7624,87763,41,68,32982,20596,2013-06-12,NCBI Macaca fascicularis Annotation Release 101
GCF_003339765.1,Macaca mulatta,Rhesus monkey,9544,Mammalia,Primates,Cercopithecidae,Macaca,Mmul_10,Chromosome,,82346004,46608966,2971314966,2978,3181,41,,40304,21121,2019-02-13,NCBI Macaca mulatta Annotation Release 103
GCF_000409795.2,Chlorocebus sabaeus,green monkey,60711,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus_sabeus 1.1,Chromosome,,81825804,90449,2789639778,2021,162723,0,95,34943,20991,2014-03-25,NCBI Chlorocebus sabaeus Annotation Release 100
GCF_000165445.2,Microcebus murinus,gray mouse lemur,30608,Mammalia,Primates,Cheirogaleidae,Microcebus,Mmur_3.0,Chromosome,,108171978,210702,2487392024,7677,50982,41,221.6,31964,20522,2017-02-06,NCBI Microcebus murinus Annotation Release 101
GCF_040939455.1,Microcebus murinus,gray mouse lemur,30608,Mammalia,Primates,Cheirogaleidae,Microcebus,M.murinus_Inina_mat1.0,Chromosome,reference genome,105226355,102817952,2350949499,124,174,41.5,,39859,19994,2025-06-05,GCF_040939455.1-RS_2025_12
GCF_029281585.2,Gorilla gorilla gorilla,western lowland gorilla,9595,Mammalia,Primates,Hominidae,Gorilla,NHGRI_mGorGor1-v2.1_pri,Chromosome,reference genome,150804130,150804130,3545834224,25,27,40.5,109,41169,22640,2024-01-08,GCF_029281585.2-RS_2025_04
GCF_009914755.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,T2T-CHM13v2.0,Complete Genome,,150617247,150617247,3117275501,24,24,41,30,58506,20070,2022-01-24,GCF_009914755.1-RS_2025_08
GCF_029289425.2,Pan paniscus,pygmy chimpanzee,9597,Mammalia,Primates,Hominidae,Pan,NHGRI_mPanPan1-v2.1_pri,Chromosome,reference genome,147028407,147028407,3244888708,30,36,40.5,55,38533,22890,2024-01-08,GCF_029289425.2-RS_2024_02
GCF_028858775.2,Pan troglodytes,chimpanzee,9598,Mammalia,Primates,Hominidae,Pan,NHGRI_mPanTro3-v2.1_pri,Chromosome,reference genome,146288486,146288486,3177739762,25,30,40.5,60,41789,22561,2024-01-08,GCF_028858775.2-RS_2024_02
GCF_028885655.2,Pongo abelii,Sumatran orangutan,9601,Mammalia,Primates,Hominidae,Pongo,NHGRI_mPonAbe1-v2.1_pri,Chromosome,reference genome,146197178,146197178,3259853530,29,40,41,89,41736,22189,2024-01-05,GCF_028885655.2-RS_2024_02
GCF_028885625.2,Pongo pygmaeus,Bornean orangutan,9600,Mammalia,Primates,Hominidae,Pongo,NHGRI_mPonPyg2-v2.1_pri,Chromosome,reference genome,143261986,140592248,3220935163,25,33,41,54,37497,22085,2024-01-08,GCF_028885625.2-RS_2024_02
GCF_002880775.1,Pongo abelii,Sumatran orangutan,9601,Mammalia,Primates,Hominidae,Pongo,Susie_PABv2,Chromosome,,98475126,11074009,3065035716,5299,5813,41,101.2,34351,20574,2018-01-19,NCBI Pongo abelii Annotation Release 103
GCF_000151905.2,Gorilla gorilla gorilla,western lowland gorilla,9595,Mammalia,Primates,Hominidae,Gorilla,gorGor4,Chromosome,,81227029,52934,3063346382,40729,170104,41,80,32212,21391,2014-12-19,NCBI Gorilla gorilla Annotation Release 101
GCF_000001405.40,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,GRCh38.p14,Chromosome,reference genome,67794873,57879411,3099441038,470,996,41,,59792,20076,2022-02-03,GCF_000001405.40-RS_2025_08
GCF_000002135.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,CRA_TCAGchr7v2,Chromosome,,58008433,6194666,158329839,6,122,0,,2108,913,2004-09-01,NCBI Homo sapiens Annotation Release 105
GCF_002880755.1,Pan troglodytes,chimpanzee,9598,Mammalia,Primates,Hominidae,Pan,Clint_PTRv2,Chromosome,,53103722,12268567,3050381528,4431,5060,40.5,124,40980,21522,2018-01-19,NCBI Pan troglodytes Annotation Release 105
GCF_000306695.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,CHM1_1.1,Chromosome,,50362920,143936,3037866619,163,40828,0,38,52620,19751,2013-06-14,NCBI Homo sapiens Annotation Release 108
GCF_028878055.3,Symphalangus syndactylus,siamang,9590,Mammalia,Primates,Hylobatidae,Symphalangus,NHGRI_mSymSyn1-v2.1_pri,Chromosome,reference genome,146713733,146713733,3262887708,26,27,40.5,76,38417,22102,2024-01-05,GCF_028878055.3-RS_2024_07
GCF_000146795.2,Nomascus leucogenys,northern white-cheeked gibbon,61853,Mammalia,Primates,Hylobatidae,Nomascus,Nleu_3.0,Chromosome,,52956880,35148,2962060179,17524,197900,0,5.6,28407,20370,2012-12-08,NCBI Nomascus leucogenys Annotation Release 102
GCF_020740605.2,Lemur catta,Ring-tailed lemur,9447,Mammalia,Primates,Lemuridae,Lemur,mLemCat1.pri,Chromosome,reference genome,102162704,32529614,2245584463,184,394,41.5,20.81,30858,19990,2021-11-04,NCBI Lemur catta Annotation Release 100
GCF_041146395.1,Eulemur rufifrons,Bennett's brown lemur,859984,Mammalia,Primates,Lemuridae,Eulemur,OSU_ERuf_1,Chromosome,reference genome,100874195,89959899,2415577446,647,680,41.5,15,28489,19514,2024-08-16,GCF_041146395.1-RS_2024_10
GCF_027406575.1,Nycticebus coucang,slow loris,9470,Mammalia,Primates,Lorisidae,Nycticebus,mNycCou1.pri,Chromosome,reference genome,135917784,41197715,2917154053,84,302,41,31.63,38900,22137,2022-12-28,GCF_027406575.1-RS_2023_03
GCF_024166365.1,Elephas maximus indicus,,99487,Mammalia,Proboscidea,Elephantidae,Elephas,mEleMax1 primary haplotype,Chromosome,reference genome,127432672,87987108,3401247148,64,190,41,43,30964,21809,2022-07-06,GCF_024166365.1-RS_2023_02
GCF_030014295.1,Loxodonta africana,African savanna elephant,9785,Mammalia,Proboscidea,Elephantidae,Loxodonta,mLoxAfr1.hap2,Chromosome,reference genome,119600562,82653632,3540876381,879,1110,41,43,32081,22303,2023-05-16,GCF_030014295.1-RS_2024_04
GCF_047511655.1,Castor canadensis,American beaver,51338,Mammalia,Rodentia,Castoridae,Castor,mCasCan1.hap1v2,Chromosome,reference genome,158968201,59379167,2814832999,181,362,39.5,66.4,40020,20783,2025-02-10,GCF_047511655.1-RS_2025_05
GCF_003668045.3,Cricetulus griseus,Chinese hamster,10029,Mammalia,Rodentia,Cricetidae,Cricetulus,CriGri-PICRH-1.0,Chromosome,,274391693,2711962,2366634374,647,4014,41.5,31,32251,21776,2020-06-11,NCBI Cricetulus griseus Annotation Release 104
GCF_903992535.2,Arvicola amphibius,Eurasian water vole,1047088,Mammalia,Rodentia,Cricetidae,Arvicola,mArvAmp1.2,Chromosome,reference genome,158924400,5392280,2297766297,215,1085,42,45,28375,21424,2021-05-15,NCBI Arvicola amphibius Annotation Release 101
GCF_037038515.1,Microtus pennsylvanicus,meadow vole,10058,Mammalia,Rodentia,Cricetidae,Microtus,mMicPen1.hap1,Chromosome,reference genome,125308425,47175454,2369119668,180,240,42.5,40.8,29617,21461,2024-03-06,GCF_037038515.1-RS_2025_08
GCF_049852395.1,Peromyscus maniculatus bairdii,prairie deer mouse,230844,Mammalia,Rodentia,Cricetidae,Peromyscus,HU_Pman_BW_mat_3.1,Chromosome,reference genome,122208007,32642229,2587065283,24,130,42.5,30,37364,22575,2025-04-22,GCF_049852395.1-RS_2025_08
GCF_003704035.1,Peromyscus maniculatus bairdii,prairie deer mouse,230844,Mammalia,Rodentia,Cricetidae,Peromyscus,HU_Pman_2.1.3,Chromosome,,115033041,30111,2512423440,8523,155965,42.5,115,36461,22079,2020-09-17,NCBI Peromyscus maniculatus bairdii Annotation Release 102
GCF_004664715.2,Peromyscus leucopus,white-footed mouse,10041,Mammalia,Rodentia,Cricetidae,Peromyscus,UCI_PerLeu_2.1,Chromosome,reference genome,114273790,3487364,2475164510,1856,4147,42,60,32259,22198,2020-10-02,NCBI Peromyscus leucopus Annotation Release 101
GCF_903995425.1,Onychomys torridus,southern grasshopper mouse,38674,Mammalia,Rodentia,Cricetidae,Onychomys,mOncTor1.1,Chromosome,reference genome,112723509,2276141,2468394440,2949,5088,42,59,28999,20942,2020-08-21,NCBI Onychomys torridus Annotation Release 100
GCF_949786415.1,Peromyscus eremicus,cactus mouse,42410,Mammalia,Rodentia,Cricetidae,Peromyscus,PerEre_H2_v1,Chromosome,reference genome,97176920,1332236,2916547091,4296,6899,42.5,40,33180,22148,2023-04-08,GCF_949786415.1-RS_2023_08
GCF_950005125.1,Chionomys nivalis,European snow vole,269649,Mammalia,Rodentia,Cricetidae,Chionomys,mChiNiv1.1,Chromosome,reference genome,88844950,30960136,2393390621,160,357,42,26,28844,22222,2023-05-01,GCF_950005125.1-RS_2023_06
GCF_020740685.1,Jaculus jaculus,lesser Egyptian jerboa,51337,Mammalia,Rodentia,Dipodidae,Jaculus,mJacJac1.mat.Y.cur,Chromosome,reference genome,158244790,22104564,2863848715,159,715,42,61,35105,20913,2021-11-04,NCBI Jaculus jaculus Annotation Release 102
GCF_023159225.1,Perognathus longimembris pacificus,Pacific pocket mouse,214514,Mammalia,Rodentia,Heteromyidae,Perognathus,ASM2315922v1,Chromosome,reference genome,72679016,7389774,2212099196,6180,7987,42,23,30069,20883,2022-04-27,NCBI Perognathus longimembris pacificus Annotation Release 100
GCF_011064425.1,Rattus rattus,black rat,10117,Mammalia,Rodentia,Muridae,Rattus,Rrattus_CSIRO_v1,Chromosome,reference genome,158824752,1635336,2382770976,2172,7846,42,130,32100,21597,2020-03-04,NCBI Rattus rattus Annotation Release 100
GCF_036323735.1,Rattus norvegicus,Norway rat,10116,Mammalia,Rodentia,Muridae,Rattus,GRCr8,Chromosome,reference genome,137014596,64250101,2849581192,76,296,42,40,47357,23154,2024-01-31,GCF_036323735.1-RS_2024_02
GCF_015227675.2,Rattus norvegicus,Norway rat,10116,Mammalia,Rodentia,Muridae,Rattus,mRatBN7.2,Chromosome,,135012528,29198295,2647899415,175,756,42,92,42049,21990,2020-11-10,GCF_015227675.2-RS_2023_06
GCF_900094665.2,Mus caroli,Ryukyu mouse,10089,Mammalia,Rodentia,Muridae,Mus,CAROLI_EIJ_v1.1,Chromosome,reference genome,122627250,30921,2552816249,3077,136880,41.5,60,32457,21002,2017-04-28,NCBI Mus caroli Annotation Release 101
GCF_030254825.1,Meriones unguiculatus,Mongolian gerbil,10047,Mammalia,Rodentia,Muridae,Meriones,Bangor_MerUng_6.1,Chromosome,reference genome,122584302,50173090,2702201048,193,246,42,34,34685,21259,2023-06-12,GCF_030254825.1-RS_2023_10
GCF_947179515.1,Apodemus sylvaticus,European woodmouse,10129,Mammalia,Rodentia,Muridae,Apodemus,mApoSyl1.1,Chromosome,reference genome,120938251,4449850,2889785202,497,1626,41,25,34626,22444,2022-10-28,GCF_947179515.1-RS_2023_02
GCF_008632895.1,Mastomys coucha,southern multimammate mouse,35658,Mammalia,Rodentia,Muridae,Mastomys,UCSF_Mcou_1,Chromosome,reference genome,118621203,30483,2507168619,27,146740,41.5,73,37046,20166,2019-09-24,NCBI Mastomys coucha Annotation Release 100
GCF_900095145.1,Mus pahari,shrew mouse,10093,Mammalia,Rodentia,Muridae,Mus,PAHARI_EIJ_v1.1,Chromosome,reference genome,111406228,29465,2475012951,2581,133720,42,74,29483,20482,2017-04-28,NCBI Mus pahari Annotation Release 101
GCF_000001635.27,Mus musculus,house mouse,10090,Mammalia,Rodentia,Muridae,Mus,GRCm39,Chromosome,reference genome,106145001,59462871,2728206152,101,305,42,,50763,22198,2020-06-24,GCF_000001635.27-RS_2024_02
GCF_011762505.2,Arvicanthis niloticus,Nile rat,61156,Mammalia,Rodentia,Muridae,Arvicanthis,mArvNil1.pat.X,Chromosome,reference genome,82689117,11143170,2496761438,1595,3219,41.5,60.95,36156,21696,2025-01-29,GCF_011762505.2-RS_2025_09
GCF_903995435.1,Acomys russatus,golden spiny mouse,60746,Mammalia,Rodentia,Muridae,Acomys,mAcoRus1.1,Chromosome,reference genome,66475698,4450755,2301522284,623,1502,42.5,58,29331,20811,2020-08-21,GCF_903995435.1-RS_2023_02
GCF_016881025.1,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,43179,Mammalia,Rodentia,Sciuridae,Ictidomys,HiC_Itri_2,Chromosome,,193221680,44127,2478949113,7131,153543,40,8356,34527,20734,2021-02-17,NCBI Ictidomys tridecemlineatus Annotation Release 103
GCF_045843805.1,Urocitellus parryii,Arctic ground squirrel,9999,Mammalia,Rodentia,Sciuridae,Urocitellus,mUroPar1.hap1,Chromosome,reference genome,184159334,23164455,2935776410,2529,3223,40,51.1,33564,21555,2024-12-13,GCF_045843805.1-RS_2025_11
GCF_052094955.1,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,43179,Mammalia,Rodentia,Sciuridae,Ictidomys,mIctTri1.hap1,Chromosome,reference genome,157082519,10558370,3144977123,5279,6723,40.5,29.36,42748,23086,2025-08-18,GCF_052094955.1-RS_2025_11
GCF_902686455.1,Sciurus vulgaris,Eurasian red squirrel,55149,Mammalia,Rodentia,Sciuridae,Sciurus,mSciVul1.2,Chromosome,reference genome,153872958,16333633,2878591032,638,1807,40,23,33591,22317,2019-11-20,GCF_902686455.1-RS_2025_09
GCF_902686445.1,Sciurus carolinensis,gray squirrel,30640,Mammalia,Rodentia,Sciuridae,Sciurus,mSciCar1.2,Chromosome,reference genome,148229995,13975867,2815397268,752,2576,40,74,37331,21959,2020-07-31,GCF_902686445.1-RS_2023_03
GCF_047511675.1,Marmota flaviventris,yellow-bellied marmot,93162,Mammalia,Rodentia,Sciuridae,Marmota,mMarFla1.hap1,Chromosome,reference genome,136846803,52587502,2704651887,813,1143,40,55.8,34400,21191,2025-02-10,GCF_047511675.1-RS_2025_02
GCF_048772825.1,Callospermophilus lateralis,golden-mantled ground squirrel,76772,Mammalia,Rodentia,Sciuridae,Callospermophilus,mCalLat2.hap2,Chromosome,,114988597,13623428,3349745798,2820,3463,39.5,30.6,33281,20343,2025-03-21,GCF_048772825.1-RS_2025_09
GCF_048772815.1,Callospermophilus lateralis,golden-mantled ground squirrel,76772,Mammalia,Rodentia,Sciuridae,Callospermophilus,mCalLat2.hap1,Chromosome,reference genome,94176142,6579271,4646974320,8087,9535,39.5,30.6,35505,21594,2025-03-21,GCF_048772815.1-RS_2025_09
GCF_964187855.1,Myxine glutinosa,Atlantic hagfish,7769,Myxini,Myxiniformes,Myxinidae,Myxine,kmMyxGlut1.1,Chromosome,reference genome,192170830,739991,3057504053,4003,8415,44.5,30,23902,18316,2024-06-18,GCF_964187855.1-RS_2026_01
GCF_040869285.1,Myxine glutinosa,Atlantic hagfish,7769,Myxini,Myxiniformes,Myxinidae,Myxine,UKY_Mglu_1.0,Chromosome,,156894492,847554,3829258836,4269,9145,44,28,29685,22424,2024-07-30,GCF_040869285.1-RS_2024_08
GCF_026419915.1,Harpia harpyja,harpy eagle,202280,Neognathae,Accipitriformes,Accipitridae,Harpia,bHarHar1 primary haplotype,Chromosome,reference genome,58111031,16799191,1351447071,322,664,43.5,54,20830,16803,2022-11-27,GCF_026419915.1-RS_2023_02
GCF_018139145.2,Gymnogyps californianus,California condor,33616,Neognathae,Accipitriformes,Cathartidae,Gymnogyps,ASM1813914v2,Chromosome,reference genome,85355094,17075888,1240248578,542,1174,42,20,17498,15144,2022-09-01,GCF_018139145.2-RS_2023_02
GCF_009819795.1,Aythya fuligula,tufted duck,219594,Neognathae,Anseriformes,Anatidae,Aythya,bAytFul2.pri,Chromosome,reference genome,85905639,17816505,1126988109,104,267,41.5,64.03,17219,15578,2019-12-31,NCBI Aythya fuligula Annotation Release 100
GCF_013377495.2,Cygnus atratus,black swan,8868,Neognathae,Anseriformes,Anatidae,Cygnus,CAtr_DNAZoo_HiC_assembly,Chromosome,reference genome,84552148,28995010,1124217020,567,697,42,90,18459,15671,2022-08-03,GCF_013377495.2-RS_2023_02
GCF_009769625.2,Cygnus olor,mute swan,8869,Neognathae,Anseriformes,Anatidae,Cygnus,bCygOlo1.pri.v2,Chromosome,reference genome,81481363,8308965,1134169903,170,621,42,60.23,23209,16150,2021-03-31,NCBI Cygnus olor Annotation Release 100
GCF_040182565.1,Anser cygnoides,Swan goose,8845,Neognathae,Anseriformes,Anatidae,Anser,Taihu_goose_T2T_genome,Chromosome,reference genome,81007908,39655246,1215337776,74,116,43,70,25487,18126,2024-06-14,GCF_040182565.1-RS_2024_07
GCF_047663525.1,Anas platyrhynchos,mallard,8839,Neognathae,Anseriformes,Anatidae,Anas,IASCAAS_PekinDuck_T2T,Complete Genome,reference genome,80154792,80154792,1261969826,41,41,43,194.2,26024,17676,2025-02-12,GCF_047663525.1-RS_2025_03
GCF_963932015.1,Anas acuta,northern pintail,28680,Neognathae,Anseriformes,Anatidae,Anas,bAnaAcu1.1,Chromosome,reference genome,76435830,3416933,1189296988,394,1025,42.5,28,24772,16993,2024-02-07,GCF_963932015.1-RS_2024_09
GCF_015476345.1,Anas platyrhynchos,mallard,8839,Neognathae,Anseriformes,Anatidae,Anas,ZJU1.0,Chromosome,,76269206,5679408,1188516685,755,1660,42.5,143,25093,16836,2020-11-23,NCBI Anas platyrhynchos Annotation Release 104
GCF_003850225.1,Anas platyrhynchos,mallard,8839,Neognathae,Anseriformes,Anatidae,Anas,IASCAAS_PekingDuck_PBH1.5,Chromosome,,76129154,36811,1126159488,2149,73852,0,50,24277,15747,2018-11-29,NCBI Anas platyrhynchos Annotation Release 103
GCF_020740795.1,Apus apus,common swift,8895,Neognathae,Apodiformes,Apodidae,Apus,bApuApu2.pri.cur,Chromosome,reference genome,115508478,25561769,1100361224,109,365,42,103.36,16724,14765,2021-11-04,GCF_020740795.1-RS_2023_02
GCF_003957555.1,Calypte anna,Anna's hummingbird,9244,Neognathae,Apodiformes,Trochilidae,Calypte,bCalAnn1_v1.p,Chromosome,reference genome,74081004,14522327,1059687259,159,584,41.5,54,16230,14711,2019-05-16,NCBI Calypte anna Annotation Release 101
GCF_036169615.1,Heliangelus exortis,,472823,Neognathae,Apodiformes,Trochilidae,Heliangelus,bHelExo1.hap1,Chromosome,reference genome,73898144,8413062,1049650714,131,568,41.5,47,20276,15365,2024-01-26,GCF_036169615.1-RS_2025_02
GCF_907165065.1,Caprimulgus europaeus,Eurasian nightjar,111811,Neognathae,Caprimulgiformes,Caprimulgidae,Caprimulgus,bCapEur3.1,Chromosome,reference genome,82614289,30622946,1177791212,121,274,42,87,16620,15555,2021-05-17,GCF_907165065.1-RS_2025_09
GCF_028500815.1,Rissa tridactyla,black-legged kittiwake,75485,Neognathae,Charadriiformes,Laridae,Rissa,bRisTri1.patW.cur.20221130,Chromosome,reference genome,88208671,15653959,1353621101,716,999,44.5,33,19635,16534,2023-02-09,GCF_028500815.1-RS_2023_03
GCF_964199755.1,Larus michahellis,yellow-legged gull,119627,Neognathae,Charadriiformes,Laridae,Larus,bLarMic1.1,Chromosome,reference genome,87713602,4216312,1405564706,617,1117,44.5,68,19952,16940,2024-07-14,GCF_964199755.1-RS_2025_06
GCF_963924245.1,Chroicocephalus ridibundus,black-headed gull,1192867,Neognathae,Charadriiformes,Laridae,Chroicocephalus,bChrRid1.1,Chromosome,reference genome,83755488,4003687,1417554307,728,1190,44.5,37,19454,16778,2024-01-20,GCF_963924245.1-RS_2024_02
GCF_964106895.1,Numenius arquata,Eurasian curlew,31919,Neognathae,Charadriiformes,Scolopacidae,Numenius,bNumArq3.hap1.1,Chromosome,reference genome,63363742,2605715,1348859203,1818,2603,44,45,17452,16115,2024-06-06,GCF_964106895.1-RS_2025_05
GCF_034638445.1,Ciconia boyciana,Oriental stork,52775,Neognathae,Ciconiiformes,Ciconiidae,Ciconia,ASM3463844v1,Chromosome,reference genome,102765642,35788150,1240615254,280,429,42.5,81,19635,16546,2023-12-27,GCF_034638445.1-RS_2025_04
GCF_035582795.1,Mycteria americana,wood stork,33587,Neognathae,Ciconiiformes,Ciconiidae,Mycteria,USCA_MyAme_1.0,Chromosome,reference genome,80020930,36845572,1348542611,279,360,43.5,30,19520,16519,2024-01-12,GCF_035582795.1-RS_2025_07
GCF_028858725.1,Colius striatus,speckled mousebird,57412,Neognathae,Coliiformes,Coliidae,Colius,bColStr4.1.hap1,Chromosome,reference genome,89023854,21931325,1212464869,190,348,42.5,28.91,17551,15621,2023-02-24,GCF_028858725.1-RS_2023_12
