accession,organism_name,common_name,order,family,genus,scaffold_n50,contig_n50,max_lifespan,body_mass,LQ,protein_coding_count,submission_date,species_lower,activity,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO
GCF_028885655.2,Pongo abelii,Sumatran orangutan,Primates,Hominidae,Pongo,146197178,146197178,,,,22189,2024-01-05,pongo abelii,DIURNAL,10.0,0.0,0.0,0.0,10.0,0.0,80.0,0.0,0.0,0.0
GCF_028885625.2,Pongo pygmaeus,Bornean orangutan,Primates,Hominidae,Pongo,143261986,140592248,59.0,64475.0,0.3378174184565345,22085,2024-01-08,pongo pygmaeus,DIURNAL,10.0,0.0,0.0,0.0,10.0,0.0,80.0,0.0,0.0,0.0
GCF_002880775.1,Pongo abelii,Sumatran orangutan,Primates,Hominidae,Pongo,98475126,11074009,,,,20574,2018-01-19,pongo abelii,DIURNAL,10.0,0.0,0.0,0.0,10.0,0.0,80.0,0.0,0.0,0.0
GCF_000151905.2,Gorilla gorilla gorilla,western lowland gorilla,Primates,Hominidae,Gorilla,81227029,52934,,,,21391,2014-12-19,gorilla gorilla gorilla,,,,,,,,,,,
GCF_000001405.40,Homo sapiens,human,Primates,Hominidae,Homo,67794873,57879411,122.5,62035.0,0.65774413892651,20076,2022-02-03,homo sapiens,,10.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,30.0
GCF_000002135.2,Homo sapiens,human,Primates,Hominidae,Homo,58008433,6194666,122.5,62035.0,0.65774413892651,913,2004-09-01,homo sapiens,,10.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,30.0
GCF_002880755.1,Pan troglodytes,chimpanzee,Primates,Hominidae,Pan,53103722,12268567,59.4,44983.5,0.3654105575557711,21522,2018-01-19,pan troglodytes,DIURNAL,10.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,30.0
GCF_000306695.2,Homo sapiens,human,Primates,Hominidae,Homo,50362920,143936,122.5,62035.0,0.65774413892651,19751,2013-06-14,homo sapiens,,10.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,30.0
GCF_028878055.3,Symphalangus syndactylus,siamang,Primates,Hylobatidae,Symphalangus,146713733,146713733,43.0,10900.0,0.3221933902717568,22102,2024-01-05,symphalangus syndactylus,DIURNAL,10.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,10.0
GCF_000146795.2,Nomascus leucogenys,northern white-cheeked gibbon,Primates,Hylobatidae,Nomascus,52956880,35148,44.1,6000.0,0.374058173204705,20370,2012-12-08,nomascus leucogenys,DIURNAL,10.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,10.0
GCF_020740605.2,Lemur catta,Ring-tailed lemur,Primates,Lemuridae,Lemur,102162704,32529614,37.3,2555.0,0.3598072497908724,19990,2021-11-04,lemur catta,DIURNAL,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,20.0
GCF_041146395.1,Eulemur rufifrons,Bennett's brown lemur,Primates,Lemuridae,Eulemur,100874195,89959899,,,,19514,2024-08-16,eulemur rufifrons,DIURNAL,,,,,,,,,,
GCF_027406575.1,Nycticebus coucang,slow loris,Primates,Lorisidae,Nycticebus,135917784,41197715,25.8,890.5,0.2719186569646936,22137,2022-12-28,nycticebus coucang,NOCTURNAL,40.0,30.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
GCF_024166365.1,Elephas maximus indicus,,Proboscidea,Elephantidae,Elephas,127432672,87987108,,,,21809,2022-07-06,elephas maximus indicus,,,,,,,,,,,
GCF_030014295.1,Loxodonta africana,African savanna elephant,Proboscidea,Elephantidae,Loxodonta,119600562,82653632,65.0,4800000.0,0.0846379146036286,22303,2023-05-16,loxodonta africana,CATHEMERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
GCF_047511655.1,Castor canadensis,American beaver,Rodentia,Castoridae,Castor,158968201,59379167,23.4,20250.0,0.0155125211215854,20783,2025-02-10,castor canadensis,NOCTURNAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
GCF_003668045.3,Cricetulus griseus,Chinese hamster,Rodentia,Cricetidae,Cricetulus,274391693,2711962,,,,21776,2020-06-11,cricetulus griseus,,,,,,,,,,,
GCF_903992535.2,Arvicola amphibius,Eurasian water vole,Rodentia,Cricetidae,Arvicola,158924400,5392280,2.5,120.0,-0.6044673452974508,21424,2021-05-15,arvicola amphibius,CATHEMERAL,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,80.0
GCF_037038515.1,Microtus pennsylvanicus,meadow vole,Rodentia,Cricetidae,Microtus,125308425,47175454,,,,21461,2024-03-06,microtus pennsylvanicus,CATHEMERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0
GCF_049852395.1,Peromyscus maniculatus bairdii,prairie deer mouse,Rodentia,Cricetidae,Peromyscus,122208007,32642229,,,,22575,2025-04-22,peromyscus maniculatus bairdii,,,,,,,,,,,
GCF_003704035.1,Peromyscus maniculatus bairdii,prairie deer mouse,Rodentia,Cricetidae,Peromyscus,115033041,30111,,,,22079,2020-09-17,peromyscus maniculatus bairdii,,,,,,,,,,,
GCF_004664715.2,Peromyscus leucopus,white-footed mouse,Rodentia,Cricetidae,Peromyscus,114273790,3487364,7.9,23.0,0.008381351032846,22198,2020-10-02,peromyscus leucopus,NOCTURNAL,50.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,20.0,0.0
GCF_903995425.1,Onychomys torridus,southern grasshopper mouse,Rodentia,Cricetidae,Onychomys,112723509,2276141,4.6,22.0,-0.2234429686756351,20942,2020-08-21,onychomys torridus,NOCTURNAL,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
GCF_949786415.1,Peromyscus eremicus,cactus mouse,Rodentia,Cricetidae,Peromyscus,97176920,1332236,7.4,25.0,-0.0257256497924401,22148,2023-04-08,peromyscus eremicus,NOCTURNAL,50.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,20.0,0.0
GCF_950005125.1,Chionomys nivalis,European snow vole,Rodentia,Cricetidae,Chionomys,88844950,30960136,,,,22222,2023-05-01,chionomys nivalis,CATHEMERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0
GCF_020740685.1,Jaculus jaculus,lesser Egyptian jerboa,Rodentia,Dipodidae,Jaculus,158244790,22104564,7.3,55.0,-0.0856437350776582,20913,2021-11-04,jaculus jaculus,NOCTURNAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0
GCF_023159225.1,Perognathus longimembris pacificus,Pacific pocket mouse,Rodentia,Heteromyidae,Perognathus,72679016,7389774,,,,20883,2022-04-27,perognathus longimembris pacificus,,,,,,,,,,,
GCF_011064425.1,Rattus rattus,black rat,Rodentia,Muridae,Rattus,158824752,1635336,4.2,200.0,-0.4141495517373518,21597,2020-03-04,rattus rattus,NOCTURNAL,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,10.0
GCF_036323735.1,Rattus norvegicus,Norway rat,Rodentia,Muridae,Rattus,137014596,64250101,3.8,300.0,-0.4853895521935831,23154,2024-01-31,rattus norvegicus,NOCTURNAL,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,10.0
GCF_015227675.2,Rattus norvegicus,Norway rat,Rodentia,Muridae,Rattus,135012528,29198295,3.8,300.0,-0.4853895521935831,21990,2020-11-10,rattus norvegicus,NOCTURNAL,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,10.0
GCF_900094665.2,Mus caroli,Ryukyu mouse,Rodentia,Muridae,Mus,122627250,30921,,,,21002,2017-04-28,mus caroli,NOCTURNAL,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0
GCF_030254825.1,Meriones unguiculatus,Mongolian gerbil,Rodentia,Muridae,Meriones,122584302,50173090,6.3,53.2,-0.1473467270742993,21259,2023-06-12,meriones unguiculatus,CATHEMERAL,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,50.0
GCF_947179515.1,Apodemus sylvaticus,European woodmouse,Rodentia,Muridae,Apodemus,120938251,4449850,6.3,23.4,-0.0910862522812385,22444,2022-10-28,apodemus sylvaticus,NOCTURNAL,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,40.0
GCF_008632895.1,Mastomys coucha,southern multimammate mouse,Rodentia,Muridae,Mastomys,118621203,30483,,,,20166,2019-09-24,mastomys coucha,NOCTURNAL,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0
GCF_900095145.1,Mus pahari,shrew mouse,Rodentia,Muridae,Mus,111406228,29465,,,,20482,2017-04-28,mus pahari,NOCTURNAL,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0
GCF_000001635.27,Mus musculus,house mouse,Rodentia,Muridae,Mus,106145001,59462871,4.0,20.5,-0.2793035149459061,22198,2020-06-24,mus musculus,NOCTURNAL,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0
GCF_011762505.2,Arvicanthis niloticus,Nile rat,Rodentia,Muridae,Arvicanthis,82689117,11143170,6.7,110.0,-0.1703722833678995,21696,2025-01-29,arvicanthis niloticus,CATHEMERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0
GCF_903995435.1,Acomys russatus,golden spiny mouse,Rodentia,Muridae,Acomys,66475698,4450755,,,,20811,2020-08-21,acomys russatus,DIURNAL,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,30.0
GCF_016881025.1,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,Rodentia,Sciuridae,Ictidomys,193221680,44127,7.9,172.7,-0.1297186154863524,20734,2021-02-17,ictidomys tridecemlineatus,,,,,,,,,,,
GCF_045843805.1,Urocitellus parryii,Arctic ground squirrel,Rodentia,Sciuridae,Urocitellus,184159334,23164455,,,,21555,2024-12-13,urocitellus parryii,,,,,,,,,,,
GCF_052094955.1,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,Rodentia,Sciuridae,Ictidomys,157082519,10558370,7.9,172.7,-0.1297186154863524,23086,2025-08-18,ictidomys tridecemlineatus,,,,,,,,,,,
GCF_902686455.1,Sciurus vulgaris,Eurasian red squirrel,Rodentia,Sciuridae,Sciurus,153872958,16333633,14.8,600.0,0.0576080757139523,22317,2019-11-20,sciurus vulgaris,DIURNAL,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,50.0,30.0
GCF_902686445.1,Sciurus carolinensis,gray squirrel,Rodentia,Sciuridae,Sciurus,148229995,13975867,23.6,533.0,0.2683693115711782,21959,2020-07-31,sciurus carolinensis,DIURNAL,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,50.0,30.0
GCF_047511675.1,Marmota flaviventris,yellow-bellied marmot,Rodentia,Sciuridae,Marmota,136846803,52587502,21.2,3500.0,0.0928766342052711,21191,2025-02-10,marmota flaviventris,DIURNAL,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,40.0
GCF_048772825.1,Callospermophilus lateralis,golden-mantled ground squirrel,Rodentia,Sciuridae,Callospermophilus,114988597,13623428,10.4,157.6,-0.0040449166603391,20343,2025-03-21,callospermophilus lateralis,,,,,,,,,,,
GCF_048772815.1,Callospermophilus lateralis,golden-mantled ground squirrel,Rodentia,Sciuridae,Callospermophilus,94176142,6579271,10.4,157.6,-0.0040449166603391,21594,2025-03-21,callospermophilus lateralis,,,,,,,,,,,
GCF_964187855.1,Myxine glutinosa,Atlantic hagfish,Myxiniformes,Myxinidae,Myxine,192170830,739991,,,,18316,2024-06-18,myxine glutinosa,,,,,,,,,,,
GCF_040869285.1,Myxine glutinosa,Atlantic hagfish,Myxiniformes,Myxinidae,Myxine,156894492,847554,,,,22424,2024-07-30,myxine glutinosa,,,,,,,,,,,
GCF_026419915.1,Harpia harpyja,harpy eagle,Accipitriformes,Accipitridae,Harpia,58111031,16799191,16.8,4800.0,-0.2970628188537318,16803,2022-11-27,harpia harpyja,,,,,,,,,,,
GCF_018139145.2,Gymnogyps californianus,California condor,Accipitriformes,Cathartidae,Gymnogyps,85355094,17075888,45.0,11175.0,0.0534698694507225,15144,2022-09-01,gymnogyps californianus,,,,,,,,,,,
GCF_009819795.1,Aythya fuligula,tufted duck,Anseriformes,Anatidae,Aythya,85905639,17816505,45.2,701.5,0.3088421357018267,15578,2019-12-31,aythya fuligula,,,,,,,,,,,
GCF_013377495.2,Cygnus atratus,black swan,Anseriformes,Anatidae,Cygnus,84552148,28995010,,,,15671,2022-08-03,cygnus atratus,,,,,,,,,,,
GCF_009769625.2,Cygnus olor,mute swan,Anseriformes,Anatidae,Cygnus,81481363,8308965,70.0,8300.0,0.2725862904058762,16150,2021-03-31,cygnus olor,,,,,,,,,,,
GCF_040182565.1,Anser cygnoides,Swan goose,Anseriformes,Anatidae,Anser,81007908,39655246,,,,18126,2024-06-14,anser cygnoides,,,,,,,,,,,
GCF_047663525.1,Anas platyrhynchos,mallard,Anseriformes,Anatidae,Anas,80154792,80154792,29.1,1048.1,0.0808357615218193,17676,2025-02-12,anas platyrhynchos,,,,,,,,,,,
GCF_963932015.1,Anas acuta,northern pintail,Anseriformes,Anatidae,Anas,76435830,3416933,27.4,721.0,0.0889439616340583,16993,2024-02-07,anas acuta,,,,,,,,,,,
GCF_015476345.1,Anas platyrhynchos,mallard,Anseriformes,Anatidae,Anas,76269206,5679408,29.1,1048.1,0.0808357615218193,16836,2020-11-23,anas platyrhynchos,,,,,,,,,,,
GCF_003850225.1,Anas platyrhynchos,mallard,Anseriformes,Anatidae,Anas,76129154,36811,29.1,1048.1,0.0808357615218193,15747,2018-11-29,anas platyrhynchos,,,,,,,,,,,
GCF_020740795.1,Apus apus,common swift,Apodiformes,Apodidae,Apus,115508478,25561769,21.1,37.6,0.2458986421221132,14765,2021-11-04,apus apus,,,,,,,,,,,
GCF_003957555.1,Calypte anna,Anna's hummingbird,Apodiformes,Trochilidae,Calypte,74081004,14522327,8.5,4.4,0.0474591458675123,14711,2019-05-16,calypte anna,,,,,,,,,,,
GCF_036169615.1,Heliangelus exortis,,Apodiformes,Trochilidae,Heliangelus,73898144,8413062,,,,15365,2024-01-26,heliangelus exortis,,,,,,,,,,,
GCF_907165065.1,Caprimulgus europaeus,Eurasian nightjar,Caprimulgiformes,Caprimulgidae,Caprimulgus,82614289,30622946,11.9,67.0,-0.05572766220274,15555,2021-05-17,caprimulgus europaeus,,,,,,,,,,,
GCF_028500815.1,Rissa tridactyla,black-legged kittiwake,Charadriiformes,Laridae,Rissa,88208671,15653959,28.5,317.0,0.1812731819891291,16534,2023-02-09,rissa tridactyla,,,,,,,,,,,
GCF_964199755.1,Larus michahellis,yellow-legged gull,Charadriiformes,Laridae,Larus,87713602,4216312,,,,16940,2024-07-14,larus michahellis,,,,,,,,,,,
GCF_963924245.1,Chroicocephalus ridibundus,black-headed gull,Charadriiformes,Laridae,Chroicocephalus,83755488,4003687,32.9,306.0,0.2468576704430094,16778,2024-01-20,chroicocephalus ridibundus,,,,,,,,,,,
GCF_964106895.1,Numenius arquata,Eurasian curlew,Charadriiformes,Scolopacidae,Numenius,63363742,2605715,31.8,728.0,0.1527359136219723,16115,2024-06-06,numenius arquata,,,,,,,,,,,
GCF_034638445.1,Ciconia boyciana,Oriental stork,Ciconiiformes,Ciconiidae,Ciconia,102765642,35788150,48.1,4850.5,0.1588147629888461,16546,2023-12-27,ciconia boyciana,,,,,,,,,,,
GCF_035582795.1,Mycteria americana,wood stork,Ciconiiformes,Ciconiidae,Mycteria,80020930,36845572,27.0,2500.0,-0.0312841016017828,16519,2024-01-12,mycteria americana,,,,,,,,,,,
GCF_028858725.1,Colius striatus,speckled mousebird,Coliiformes,Coliidae,Colius,89023854,21931325,11.5,51.0,-0.0455941942894797,15621,2023-02-24,colius striatus,,,,,,,,,,,
GCF_036013445.1,Caloenas nicobarica,Nicobar pigeon,Columbiformes,Columbidae,Caloenas,79699707,25101800,20.5,519.0,-0.0069550803584164,17126,2024-01-26,caloenas nicobarica,,,,,,,,,,,
GCF_037038585.1,Patagioenas fasciata,band-tailed pigeon,Columbiformes,Columbidae,Patagioenas,71669782,48246320,18.5,315.0,-0.0058204798118675,17516,2025-02-07,patagioenas fasciata,,,,,,,,,,,
GCF_036013475.1,Columba livia,rock pigeon,Columbiformes,Columbidae,Columba,68980706,14042120,35.0,358.7,0.2591814631735927,17095,2024-04-08,columba livia,,,,,,,,,,,
GCF_017976375.1,Cuculus canorus,common cuckoo,Cuculiformes,Cuculidae,Cuculus,78325852,20797936,12.9,111.5,-0.0673172723067621,16774,2021-04-15,cuculus canorus,,,,,,,,,,,
GCF_032191515.1,Phaenicophaeus curvirostris,,Cuculiformes,Cuculidae,Phaenicophaeus,70715910,17162444,,,,16797,2023-09-29,phaenicophaeus curvirostris,,,,,,,,,,,
GCF_023634155.1,Falco peregrinus,peregrine falcon,Falconiformes,Falconidae,Falco,93682670,15744644,25.0,840.0,0.035147072418916,16083,2022-06-02,falco peregrinus,,,,,,,,,,,
GCF_023634085.1,Falco cherrug,Saker falcon,Falconiformes,Falconidae,Falco,92426045,21245687,15.9,966.0,-0.1741918456345501,16251,2022-06-02,falco cherrug,,,,,,,,,,,
GCF_017639655.2,Falco naumanni,lesser kestrel,Falconiformes,Falconidae,Falco,91761059,13754753,10.9,152.5,-0.1691503070159952,16079,2021-03-30,falco naumanni,,,,,,,,,,,
GCF_023638135.1,Falco biarmicus,lanner falcon,Falconiformes,Falconidae,Falco,91472507,24892811,,,,15891,2022-06-02,falco biarmicus,,,,,,,,,,,
GCF_015220075.1,Falco rusticolus,gyrfalcon,Falconiformes,Falconidae,Falco,91094845,15323486,13.5,1406.5,-0.2796523768023209,15894,2020-11-03,falco rusticolus,,,,,,,,,,,
GCF_016699485.2,Gallus gallus,chicken,Galliformes,Phasianidae,Gallus,90861225,18834961,30.0,779.8,0.1211368211825563,18023,2021-01-19,gallus gallus,,,,,,,,,,,
GCF_016700215.2,Gallus gallus,chicken,Galliformes,Phasianidae,Gallus,90563926,17744542,30.0,779.8,0.1211368211825563,17981,2021-10-01,gallus gallus,,,,,,,,,,,
GCF_039878825.1,Excalfactoria chinensis,blue-breasted quail,Galliformes,Phasianidae,Excalfactoria,86361526,7816141,,,,15853,2024-05-31,excalfactoria chinensis,,,,,,,,,,,
GCF_951394365.1,Tetrao urogallus,western capercaillie,Galliformes,Phasianidae,Tetrao,71401156,1909808,18.0,2950.0,-0.2225291879219828,14824,2023-06-15,tetrao urogallus,,,,,,,,,,,
GCF_023343835.1,Lagopus muta,rock ptarmigan,Galliformes,Phasianidae,Lagopus,71229700,17905263,,,,16078,2022-05-12,lagopus muta,,,,,,,,,,,
GCF_030936135.1,Gavia stellata,red-throated loon,Gaviiformes,Gaviidae,Gavia,50637386,13765203,24.0,1816.0,-0.0531703655288984,16399,2023-08-30,gavia stellata,,,,,,,,,,,
GCF_028858705.1,Grus americana,Whooping crane,Gruiformes,Gruidae,Grus,82903739,28324902,40.0,7500.0,0.038827662928847,17399,2023-02-24,grus americana,,,,,,,,,,,
GCF_011004875.1,Balearica regulorum gibbericeps,East African grey crowned-crane,Gruiformes,Gruidae,Balearica,82577926,23326060,,,,16191,2020-03-05,balearica regulorum gibbericeps,,,,,,,,,,,
GCF_013368605.1,Nyctibius grandis,,Nyctibiiformes,Nyctibiidae,Nyctibius,92359233,23231768,,,,15872,2020-06-23,nyctibius grandis,,,,,,,,,,,
GCF_030867145.1,Opisthocomus hoazin,,Opisthocomiformes,Opisthocomidae,Opisthocomus,80946297,14274197,,,,16456,2023-08-24,opisthocomus hoazin,,,,,,,,,,,
GCF_963662255.1,Cinclus cinclus,,Passeriformes,Cinclidae,Cinclus,74357285,3563180,10.6,61.7,-0.0984237547537585,16099,2023-12-11,cinclus cinclus,,,,,,,,,,,
GCF_021018805.1,Prinia subflava,tawny-flanked prinia,Passeriformes,Cisticolidae,Prinia,63498583,7918915,,,,16306,2024-01-26,prinia subflava,,,,,,,,,,,
GCF_020740725.1,Corvus hawaiiensis,hawaiian crow,Passeriformes,Corvidae,Corvus,76278832,23064755,25.0,520.0,0.0790548286596897,16414,2021-11-04,corvus hawaiiensis,,,,,,,,,,,
GCF_009650955.1,Corvus moneduloides,New Caledonian crow,Passeriformes,Corvidae,Corvus,74699841,11524098,,,,16167,2019-11-14,corvus moneduloides,,,,,,,,,,,
GCF_000738735.6,Corvus cornix cornix,,Passeriformes,Corvidae,Corvus,73732264,8553235,,,,14435,2022-04-01,corvus cornix cornix,,,,,,,,,,,
GCF_041296385.1,Aphelocoma coerulescens,scrub jay,Passeriformes,Corvidae,Aphelocoma,68049500,17285536,15.0,78.7,0.0300806604989449,17513,2024-08-16,aphelocoma coerulescens,,,,,,,,,,,
GCF_046129695.1,Lonchura striata,white-rumped munia,Passeriformes,Estrildidae,Lonchura,73424396,29140630,10.0,12.3,0.0239212140952429,15844,2024-12-18,lonchura striata,,,,,,,,,,,
GCF_048771995.1,Taeniopygia guttata,zebra finch,Passeriformes,Estrildidae,Taeniopygia,72089520,65033001,12.0,12.0,0.1053632150917774,16799,2025-03-21,taeniopygia guttata,,,,,,,,,,,
GCF_005870125.1,Lonchura striata,white-rumped munia,Passeriformes,Estrildidae,Lonchura,71975342,100423,10.0,12.3,0.0239212140952429,15577,2019-06-05,lonchura striata,,,,,,,,,,,
GCF_003957565.2,Taeniopygia guttata,zebra finch,Passeriformes,Estrildidae,Taeniopygia,70982421,8964551,12.0,12.0,0.1053632150917774,16520,2021-05-04,taeniopygia guttata,,,,,,,,,,,
GCF_008822105.2,Taeniopygia guttata,zebra finch,Passeriformes,Estrildidae,Taeniopygia,70879221,4378277,12.0,12.0,0.1053632150917774,16197,2020-02-12,taeniopygia guttata,,,,,,,,,,,
GCF_027477595.1,Haemorhous mexicanus,house finch,Passeriformes,Fringillidae,Haemorhous,77212160,16787335,11.6,21.4,0.037676296505994,16679,2022-12-29,haemorhous mexicanus,,,,,,,,,,,
GCF_022539315.1,Serinus canaria,Common canary,Passeriformes,Fringillidae,Serinus,72083177,12206373,24.0,24.3,0.3417941252397811,15457,2022-08-25,serinus canaria,,,,,,,,,,,
GCF_015227805.2,Hirundo rustica,Barn swallow,Passeriformes,Hirundinidae,Hirundo,76187387,2794774,16.0,18.3,0.1916658637825949,15517,2021-11-30,hirundo rustica,,,,,,,,,,,
GCF_051311805.1,Agelaius phoeniceus,red-winged blackbird,Passeriformes,Icteridae,Agelaius,73898474,30085171,20.0,56.7,0.1850377411195722,17098,2025-07-14,agelaius phoeniceus,,,,,,,,,,,
GCF_037042795.1,Molothrus aeneus,bronzed cowbird,Passeriformes,Icteridae,Molothrus,70606200,25845000,,,,16194,2024-03-07,molothrus aeneus,,,,,,,,,,,
GCF_012460135.2,Molothrus ater,,Passeriformes,Icteridae,Molothrus,70107701,13273966,16.9,38.1,0.1482934164720115,16046,2022-10-11,molothrus ater,,,,,,,,,,,
GCF_015832195.1,Motacilla alba alba,,Passeriformes,Motacillidae,Motacilla,72386170,8515530,,,,15594,2020-12-08,motacilla alba alba,,,,,,,,,,,
GCF_029582105.1,Oenanthe melanoleuca,,Passeriformes,Muscicapidae,Oenanthe,69618406,7795761,,,,16429,2023-04-06,oenanthe melanoleuca,,,,,,,,,,,
GCF_030490865.1,Poecile atricapillus,Black-capped chickadee,Passeriformes,Paridae,Poecile,107919339,8462732,12.4,10.4,0.1327053840970492,17743,2023-07-18,poecile atricapillus,,,,,,,,,,,
GCF_001522545.3,Parus major,Great Tit,Passeriformes,Paridae,Parus,71365269,148693,15.4,17.9,0.1770900196420652,15069,2019-01-15,parus major,,,,,,,,,,,
GCF_027887145.1,Ammospiza caudacuta,,Passeriformes,Passerellidae,Ammospiza,78443464,8252193,,,,16439,2023-01-18,ammospiza caudacuta,,,,,,,,,,,
GCF_035770615.1,Melospiza melodia melodia,,Passeriformes,Passerellidae,Melospiza,77460261,19453098,,,,17176,2024-01-24,melospiza melodia melodia,,,,,,,,,,,
GCF_027579445.1,Ammospiza nelsoni,,Passeriformes,Passerellidae,Ammospiza,74723840,12036358,,,,15799,2023-01-09,ammospiza nelsoni,,,,,,,,,,,
GCF_028018845.1,Melospiza georgiana,,Passeriformes,Passerellidae,Melospiza,74254230,10446106,7.8,16.1,-0.1086328698143028,15448,2023-01-31,melospiza georgiana,,,,,,,,,,,
GCF_028769735.1,Zonotrichia leucophrys gambelii,,Passeriformes,Passerellidae,Zonotrichia,71969017,14729340,,,,16563,2023-12-27,zonotrichia leucophrys gambelii,,,,,,,,,,,
GCF_047830755.1,Zonotrichia albicollis,white-throated sparrow,Passeriformes,Passerellidae,Zonotrichia,64429512,17147933,14.9,21.1,0.147697151373892,17420,2025-02-18,zonotrichia albicollis,,,,,,,,,,,
GCF_036417665.1,Passer domesticus,house sparrow,Passeriformes,Passeridae,Passer,83066519,20590000,23.0,25.3,0.3196184481081154,18191,2024-02-07,passer domesticus,,,,,,,,,,,
GCF_009829145.1,Chiroxiphia lanceolata,lance-tailed manakin,Passeriformes,Pipridae,Chiroxiphia,75608808,18496167,,,,15873,2020-01-03,chiroxiphia lanceolata,,,,,,,,,,,
GCF_036250125.1,Pseudopipra pipra,,Passeriformes,Pipridae,Pseudopipra,75011098,10447158,,,,17114,2024-01-31,pseudopipra pipra,,,,,,,,,,,
GCF_009819655.1,Sylvia atricapilla,blackcap,Passeriformes,Sylviidae,Sylvia,72978054,7345957,13.8,16.7,0.1358016332470717,15521,2019-12-31,sylvia atricapilla,,,,,,,,,,,
GCF_047495875.1,Pithys albifrons albifrons,,Passeriformes,Thamnophilidae,Pithys,77071861,11992177,,,,15076,2025-02-07,pithys albifrons albifrons,,,,,,,,,,,
GCF_901933205.1,Camarhynchus parvulus,,Passeriformes,Thraupidae,Camarhynchus,70356807,16035651,,,,15747,2019-09-06,camarhynchus parvulus,,,,,,,,,,,
GCF_009819885.2,Catharus ustulatus,Swainson's thrush,Passeriformes,Turdidae,Catharus,68462074,4908935,11.0,27.9,-0.0096729131326449,16929,2020-12-22,catharus ustulatus,,,,,,,,,,,
GCF_903797595.1,Erithacus rubecula,European robin,Passeriformes,Turdidae,Erithacus,60684490,5585877,19.3,17.3,0.2782481348182932,16077,2021-05-03,erithacus rubecula,,,,,,,,,,,
GCF_026979565.1,Vidua chalybeata,,Passeriformes,Viduidae,Vidua,72553174,15819291,,,,16658,2022-12-21,vidua chalybeata,,,,,,,,,,,
GCF_031753505.1,Anomalospiza imberbis,,Passeriformes,Viduidae,Anomalospiza,72455167,12312023,,,,16778,2023-09-22,anomalospiza imberbis,,,,,,,,,,,
GCF_024509145.1,Vidua macroura,Pin-tailed whydah,Passeriformes,Viduidae,Vidua,61801348,7488902,,,,16296,2022-08-03,vidua macroura,,,,,,,,,,,
GCF_030463565.1,Pelecanus crispus,Dalmatian pelican,Pelecaniformes,Pelecanidae,Pelecanus,86807213,9666746,35.3,9550.0,-0.0375810255137318,16064,2023-07-18,pelecanus crispus,,,,,,,,,,,
GCF_964195595.1,Calonectris borealis,Cory's shearwater,Procellariiformes,Procellariidae,Calonectris,86023716,4142416,,,,17007,2024-07-24,calonectris borealis,,,,,,,,,,,
GCF_037157495.1,Lathamus discolor,Swift parrot,Psittaciformes,Psittacidae,Lathamus,126105786,19972387,,,,16234,2024-03-15,lathamus discolor,,,,,,,,,,,
