accession,organism_name,common_name,species_taxid,infraclass,order,family,genus,scaffold_n50,contig_n50,total_sequence_length,max_lifespan,body_mass,LQ,refseq_category,submission_date
GCA_047834645.1,Nasalis larvatus,proboscis monkey,43780,Mammalia,Primates,Cercopithecidae,Nasalis,135457967,4333480,2950091323,25.1,14617.5,0.06829691404825078,reference genome,2025-02-18
GCA_002776525.5,Piliocolobus tephrosceles,Ugandan red Colobus,591936,Mammalia,Primates,Cercopithecidae,Piliocolobus,131283114,100421,2993041957,,,,reference genome,2019-12-12
GCF_002776525.5,Piliocolobus tephrosceles,Ugandan red Colobus,591936,Mammalia,Primates,Cercopithecidae,Piliocolobus,131283114,100421,2993041957,,,,reference genome,2019-12-12
GCA_003255815.1,Theropithecus gelada,gelada,9565,Mammalia,Primates,Cercopithecidae,Theropithecus,130230028,310061,2889614139,36.0,16200.0,0.21788446844902287,reference genome,2018-06-19
GCF_003255815.1,Theropithecus gelada,gelada,9565,Mammalia,Primates,Cercopithecidae,Theropithecus,130230028,310061,2889614139,36.0,16200.0,0.21788446844902287,reference genome,2018-06-19
GCA_028533075.1,Theropithecus gelada,gelada,9565,Mammalia,Primates,Cercopithecidae,Theropithecus,120619367,49679,2878106698,36.0,16200.0,0.21788446844902287,,2023-02-10
GCA_028645565.1,Papio papio,Guinea baboon,100937,Mammalia,Primates,Cercopithecidae,Papio,116598389,44968,2908029665,,,,,2023-02-16
GCA_047676025.1,Chlorocebus sabaeus,green monkey,60711,Mammalia,Primates,Cercopithecidae,Chlorocebus,101768245,14472010,3445599628,,,,,2025-02-12
GCA_047675955.1,Chlorocebus sabaeus,green monkey,60711,Mammalia,Primates,Cercopithecidae,Chlorocebus,100816256,13913161,3267373866,,,,reference genome,2025-02-12
GCF_047675955.1,Chlorocebus sabaeus,green monkey,60711,Mammalia,Primates,Cercopithecidae,Chlorocebus,100816256,13913161,3267373866,,,,reference genome,2025-02-12
GCA_028551445.1,Miopithecus talapoin,talapoin,36231,Mammalia,Primates,Cercopithecidae,Miopithecus,99916881,76031,2969301606,27.7,1384.5,0.2725489580702627,reference genome,2023-02-09
GCA_000364345.1,Macaca fascicularis,crab-eating macaque,9541,Mammalia,Primates,Cercopithecidae,Macaca,88649475,86040,2946827162,39.0,6362.5,0.3166658574481902,,2013-06-12
GCF_000364345.1,Macaca fascicularis,crab-eating macaque,9541,Mammalia,Primates,Cercopithecidae,Macaca,88649475,86040,2946827162,39.0,6362.5,0.3166658574481902,,2013-06-12
GCA_003339765.3,Macaca mulatta,Rhesus monkey,9544,Mammalia,Primates,Cercopithecidae,Macaca,82346004,46608966,2971314966,40.0,8235.0,0.30999019486665147,,2019-02-13
GCF_003339765.1,Macaca mulatta,Rhesus monkey,9544,Mammalia,Primates,Cercopithecidae,Macaca,82346004,46608966,2971314966,40.0,8235.0,0.30999019486665147,,2019-02-13
GCA_000409795.2,Chlorocebus sabaeus,green monkey,60711,Mammalia,Primates,Cercopithecidae,Chlorocebus,81825804,90449,2789639778,,,,,2014-03-25
GCF_000409795.2,Chlorocebus sabaeus,green monkey,60711,Mammalia,Primates,Cercopithecidae,Chlorocebus,81825804,90449,2789639778,,,,,2014-03-25
GCA_028627265.1,Cercopithecus mitis,blue monkey,36225,Mammalia,Primates,Cercopithecidae,Cercopithecus,51119100,28335,3104799808,37.8,9000.0,0.2793370768989505,reference genome,2023-02-16
GCA_000165445.3,Microcebus murinus,gray mouse lemur,30608,Mammalia,Primates,Cheirogaleidae,Microcebus,108171978,210702,2487392024,18.2,64.8,0.2998727036719723,,2017-02-06
GCF_000165445.2,Microcebus murinus,gray mouse lemur,30608,Mammalia,Primates,Cheirogaleidae,Microcebus,108171978,210702,2487392024,18.2,64.8,0.2998727036719723,,2017-02-06
GCA_040939475.2,Microcebus murinus,gray mouse lemur,30608,Mammalia,Primates,Cheirogaleidae,Microcebus,105509149,83341972,2382784813,18.2,64.8,0.2998727036719723,,2025-06-05
GCA_040939455.2,Microcebus murinus,gray mouse lemur,30608,Mammalia,Primates,Cheirogaleidae,Microcebus,105226355,102817952,2350949499,18.2,64.8,0.2998727036719723,reference genome,2025-06-05
GCF_040939455.1,Microcebus murinus,gray mouse lemur,30608,Mammalia,Primates,Cheirogaleidae,Microcebus,105226355,102817952,2350949499,18.2,64.8,0.2998727036719723,reference genome,2025-06-05
GCA_050656345.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,163647842,136612994,3064047955,122.5,62035.0,0.65774413892651,,2025-06-02
GCA_046332495.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,156195506,104879180,2989343661,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_018472695.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,155602998,134785557,3037998802,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_044165025.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,155491826,134585109,3018486582,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_046332355.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,155318995,129483041,3046576214,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_044166315.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,155316348,143882573,3049492957,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_046332225.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,155233135,111328456,3018886770,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_054883195.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,155153153,155153153,3040318105,122.5,62035.0,0.65774413892651,,2026-01-30
GCA_046332365.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,155122962,134223936,3013080344,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_046332065.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,155068577,121324348,3039052332,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_046332145.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,155042577,119971359,3017770296,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_046332015.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154963437,133646597,3015312822,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_046629225.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154960785,144781433,3051570842,122.5,62035.0,0.65774413892651,,2025-01-14
GCA_046629205.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154907672,134001802,3011895543,122.5,62035.0,0.65774413892651,,2025-01-14
GCA_042077855.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154814317,146412853,3026120360,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042077095.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154688120,120995922,3026197614,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_044166845.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154603705,101810135,3017370777,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_044166765.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154595248,111694659,3056229783,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_046629575.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154558889,132536328,3016784086,122.5,62035.0,0.65774413892651,,2025-01-14
GCA_042077155.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154484123,142946269,3041447603,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_021951015.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154412560,62879740,3061735012,122.5,62035.0,0.65774413892651,,2022-02-04
GCA_042078005.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154384728,119654175,3022551977,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042076715.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154384493,133265195,3040239101,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_037177635.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154369205,96480592,3026057971,122.5,62035.0,0.65774413892651,,2024-03-18
GCA_050656315.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154368220,141000299,3065526917,122.5,62035.0,0.65774413892651,,2025-06-02
GCA_020881995.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154349815,154349815,216809844,122.5,62035.0,0.65774413892651,,2022-01-24
GCA_018852615.3,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154341397,154341397,3051512984,122.5,62035.0,0.65774413892651,,2024-07-18
GCA_046332235.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154332372,135059907,3071160971,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_042028895.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154316515,134368275,3036229640,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_041900265.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154298688,135911756,3051551634,122.5,62035.0,0.65774413892651,,2024-09-11
GCA_046629565.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154195550,134124285,3021965041,122.5,62035.0,0.65774413892651,,2025-01-14
GCA_046332475.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154181322,138568228,3030783315,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_046629265.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154139224,134147671,3029363527,122.5,62035.0,0.65774413892651,,2025-01-14
GCA_046332305.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154131922,135633951,3051092209,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_046332035.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,154091411,140060080,3025370803,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_018472595.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,153967661,135124728,3030495477,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_044164725.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,153959892,134371020,3037908004,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_046332005.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,153709541,135088710,3018885713,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_054883265.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,153704768,153704768,3018323265,122.5,62035.0,0.65774413892651,,2026-01-30
GCA_037177555.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,153473417,133706131,3032169569,122.5,62035.0,0.65774413892651,,2024-03-18
GCA_003634875.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,152514555,26292878,2893174212,122.5,62035.0,0.65774413892651,,2018-10-19
GCA_044166635.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,152042984,111892229,3038362524,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_028885495.2,Gorilla gorilla gorilla,western lowland gorilla,9595,Mammalia,Primates,Hominidae,Gorilla,151562521,151425642,3554709948,,,,,2024-01-08
GCA_029281585.3,Gorilla gorilla gorilla,western lowland gorilla,9595,Mammalia,Primates,Hominidae,Gorilla,150804130,150804130,3545834224,,,,reference genome,2024-08-01
GCF_029281585.2,Gorilla gorilla gorilla,western lowland gorilla,9595,Mammalia,Primates,Hominidae,Gorilla,150804130,150804130,3545834224,,,,reference genome,2024-01-08
GCA_028885475.2,Gorilla gorilla gorilla,western lowland gorilla,9595,Mammalia,Primates,Hominidae,Gorilla,150804130,150804130,3351856267,,,,,2024-01-08
GCA_009914755.4,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,150617247,150617247,3117275501,122.5,62035.0,0.65774413892651,,2022-01-24
GCF_009914755.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,150617247,150617247,3117275501,122.5,62035.0,0.65774413892651,,2022-01-24
GCA_016695395.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,150534096,12076592,2902197670,122.5,62035.0,0.65774413892651,,2021-01-19
GCA_011064465.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,150154455,150154455,3125421876,122.5,62035.0,0.65774413892651,,2022-06-02
GCA_020497085.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,150051441,20046962,2901817378,122.5,62035.0,0.65774413892651,,2021-10-14
GCA_018873775.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,149697505,149697505,3116153243,122.5,62035.0,0.65774413892651,,2021-09-27
GCA_042078065.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,148870724,136634561,2945819519,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_024586135.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,148018047,148018047,3104992915,122.5,62035.0,0.65774413892651,,2022-08-09
GCA_018466855.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,147886747,117283867,3029726043,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042030975.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,147832173,135094631,3032434283,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_028858825.2,Pan paniscus,pygmy chimpanzee,9597,Mammalia,Primates,Hominidae,Pan,147478900,147478900,3076853215,55.0,39925.0,0.34015836113861875,,2024-01-08
GCA_042032465.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,147465703,133325347,3039453116,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_018469705.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,147437824,109937756,3024996016,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042036935.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,147412894,107159283,3039672830,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_046629235.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,147346606,133411240,2897340138,122.5,62035.0,0.65774413892651,,2025-01-14
GCA_044167135.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,147204163,147204163,2960467225,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_018470445.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,147189717,101642805,3043119661,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042037725.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,147172190,134375872,3047261165,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_046332455.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,147151709,103757535,2904760418,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_042029915.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,147042503,136052607,2929644872,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_029289425.3,Pan paniscus,pygmy chimpanzee,9597,Mammalia,Primates,Hominidae,Pan,147028407,147028407,3244888708,55.0,39925.0,0.34015836113861875,reference genome,2024-08-13
GCF_029289425.2,Pan paniscus,pygmy chimpanzee,9597,Mammalia,Primates,Hominidae,Pan,147028407,147028407,3244888708,55.0,39925.0,0.34015836113861875,reference genome,2024-01-08
GCA_028858845.2,Pan paniscus,pygmy chimpanzee,9597,Mammalia,Primates,Hominidae,Pan,147028407,147028407,3210032406,55.0,39925.0,0.34015836113861875,,2024-01-08
GCA_041900115.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146983678,133554630,3035945985,122.5,62035.0,0.65774413892651,,2024-09-11
GCA_042076465.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146959166,110971474,3044583658,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_046332025.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146930931,134404795,2964553196,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_045524175.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146927759,134613555,3021712601,122.5,62035.0,0.65774413892651,,2024-12-02
GCA_018471515.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146844925,111880916,3029848475,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018852605.3,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146786823,146786823,2947895164,122.5,62035.0,0.65774413892651,,2024-07-19
GCA_018472685.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146779742,103013677,3023814063,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_046116005.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146748451,136017482,3039522532,122.5,62035.0,0.65774413892651,,2024-12-16
GCA_021950905.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146747882,84927121,2959277077,122.5,62035.0,0.65774413892651,,2022-02-04
GCA_044166785.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146698031,132113927,3025804925,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042076925.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146624645,135520168,3037473810,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_046332375.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146622731,127819649,2917234232,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_044165205.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146612534,134701499,3037533074,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042077015.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146599930,135445018,2969014751,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042035275.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146584718,133977884,3037558876,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042077185.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146566796,111575001,3048770032,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_044165565.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146562156,135202540,3033456211,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042027095.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146552655,111367101,3028300905,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042037435.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146524297,123341742,3031197062,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042077875.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146468527,107211229,3012520122,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_045524515.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146415042,133153140,3062391666,122.5,62035.0,0.65774413892651,,2024-12-02
GCA_018472725.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146382201,92127474,3047759342,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_044166515.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146364341,108060633,3041251865,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042077965.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146334305,105451097,2936962988,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042076825.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146310804,134873989,3019984776,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042037905.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146310541,111138324,3041756498,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_028858775.3,Pan troglodytes,chimpanzee,9598,Mammalia,Primates,Hominidae,Pan,146288486,146288486,3177739762,59.4,44983.5,0.3654105575557711,reference genome,2024-12-09
GCF_028858775.2,Pan troglodytes,chimpanzee,9598,Mammalia,Primates,Hominidae,Pan,146288486,146288486,3177739762,59.4,44983.5,0.3654105575557711,reference genome,2024-01-08
GCA_042030705.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146275380,135893483,3045477063,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_018469685.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146264433,132508536,3037723321,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_016894425.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146259670,146259670,146259670,122.5,62035.0,0.65774413892651,,2021-02-16
GCA_042034525.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146246866,130677170,3044095661,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_046332435.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146218127,135991310,2930010287,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_046332325.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146198965,112864796,2911939063,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_028885655.3,Pongo abelii,Sumatran orangutan,9601,Mammalia,Primates,Hominidae,Pongo,146197178,146197178,3259853530,,,,reference genome,2024-01-05
GCF_028885655.2,Pongo abelii,Sumatran orangutan,9601,Mammalia,Primates,Hominidae,Pongo,146197178,146197178,3259853530,,,,reference genome,2024-01-05
GCA_046056425.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146141635,127445586,3038206191,122.5,62035.0,0.65774413892651,,2024-12-13
GCA_042028065.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146107598,133639950,3026836399,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_044165085.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146097210,112832619,3046644309,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042027765.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,146068781,135217153,3033897226,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_046116065.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145949764,111270799,2932473439,122.5,62035.0,0.65774413892651,,2024-12-16
GCA_042037155.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145941412,98033365,3035647295,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018472565.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145910189,98753216,3021393957,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018472835.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145891138,125970107,2943146018,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042037875.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145868865,133744264,3036230596,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042076685.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145858383,135510334,3051230101,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_046332195.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145841060,140401979,2968374987,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_046332285.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145777493,120427261,2914544910,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_042031775.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145640313,134304874,3026253502,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_045523115.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145637896,133196295,2933866521,122.5,62035.0,0.65774413892651,,2024-12-02
GCA_044166665.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145506536,114091217,3040992671,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_042037625.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145461092,134247759,3041669822,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_046629585.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145458170,133342447,2915641356,122.5,62035.0,0.65774413892651,,2025-01-14
GCA_046332135.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145431912,137101261,2923921428,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_046332185.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145421388,135253169,2941018753,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_042037765.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145355388,133374946,3019487537,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_046332485.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145305005,136080202,2928042134,122.5,62035.0,0.65774413892651,,2024-12-27
GCA_018466985.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145235078,145235078,3033603604,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_041899965.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145222850,102955487,3042936088,122.5,62035.0,0.65774413892651,,2024-09-11
GCA_044164705.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145166998,111113045,3025315903,122.5,62035.0,0.65774413892651,,2024-10-31
GCA_018472705.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145123535,135026607,2925221426,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_046629215.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,145027085,134730260,2910590402,122.5,62035.0,0.65774413892651,,2025-01-14
GCA_042029385.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,144520206,137661311,3027932758,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042027665.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,143688517,103201472,3057337446,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042036435.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,143685523,133658670,2921041254,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042028145.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,143670156,128806727,3033429154,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_042028845.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,143661611,117143061,3052668953,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_028885625.3,Pongo pygmaeus,Bornean orangutan,9600,Mammalia,Primates,Hominidae,Pongo,143261986,140592248,3220935163,59.0,64475.0,0.33781741845653457,reference genome,2024-01-08
GCF_028885625.2,Pongo pygmaeus,Bornean orangutan,9600,Mammalia,Primates,Hominidae,Pongo,143261986,140592248,3220935163,59.0,64475.0,0.33781741845653457,reference genome,2024-01-08
GCA_042037925.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,143097122,133179805,3025605445,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_018472605.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,142875830,142875830,3022730155,122.5,62035.0,0.65774413892651,,2024-09-20
GCA_042027545.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,142518968,137300752,2934102778,122.5,62035.0,0.65774413892651,,2024-09-19
GCA_016700455.2,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,142230338,13671004,2744463177,122.5,62035.0,0.65774413892651,,2021-01-19
GCA_014905855.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,141953703,23601496,3085766330,122.5,62035.0,0.65774413892651,,2020-09-26
GCA_020497115.1,Homo sapiens,human,9606,Mammalia,Primates,Hominidae,Homo,141933136,24698710,3016802955,122.5,62035.0,0.65774413892651,,2021-10-14
