accession,organism_name,common_name,species_taxid,infraclass,order,family,genus,assembly_name,assembly_level,refseq_category,scaffold_n50,contig_n50,total_sequence_length,scaffold_count,contig_count,gc_percent,genome_coverage,gene_count,protein_coding_count,submission_date,annotation_name
GCA_027409185.1,Cynocephalus volans,Philippine flying lemur,110931,Mammalia,Dermoptera,Cynocephalidae,Cynocephalus,mCynVol1.pri,Chromosome,reference genome,165781880,69195939,2814418120,130,246,40,31.83,0,0,2022-12-28,
GCF_027409185.1,Cynocephalus volans,Philippine flying lemur,110931,Mammalia,Dermoptera,Cynocephalidae,Cynocephalus,mCynVol1.pri,Chromosome,reference genome,165781880,69195939,2814418120,130,246,40,31.83,31559,21694,2022-12-28,GCF_027409185.1-RS_2024_02
GCA_016433145.1,Gracilinanus agilis,Agile Gracile Mouse Opossum,191870,Mammalia,Didelphimorphia,Didelphidae,Gracilinanus,AgileGrace,Chromosome,reference genome,683521856,73170,3701017385,60713,125011,38,100,0,0,2021-01-06,
GCF_016433145.1,Gracilinanus agilis,Agile Gracile Mouse Opossum,191870,Mammalia,Didelphimorphia,Didelphidae,Gracilinanus,AgileGrace,Chromosome,reference genome,683521856,73170,3701017385,60713,125011,38,100,26561,21142,2021-01-06,NCBI Gracilinanus agilis Annotation Release 100
GCA_027887165.2,Monodelphis domestica,gray short-tailed opossum,13616,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,mMonDom1.pri,Chromosome,reference genome,538302405,3910714,3586166573,13,2268,38,32.9,0,0,2026-02-24,
GCA_027887165.1,Monodelphis domestica,gray short-tailed opossum,13616,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,mMonDom1.pri,Chromosome,,538302405,3910714,3586166573,13,2268,38,32.9,0,0,2023-01-18,
GCF_027887165.1,Monodelphis domestica,gray short-tailed opossum,13616,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,mMonDom1.pri,Chromosome,reference genome,538302405,3910714,3586166573,13,2268,38,32.9,32665,21694,2023-01-18,GCF_027887165.1-RS_2023_05
GCA_000002295.1,Monodelphis domestica,gray short-tailed opossum,13616,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,MonDom5,Chromosome,,527952102,107990,3600487649,5137,72811,38,,0,0,2007-01-25,
GCF_000002295.2,Monodelphis domestica,gray short-tailed opossum,13616,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,MonDom5,Chromosome,,59809810,108014,3598425998,5222,72673,38,,37371,20903,2007-01-25,NCBI Monodelphis domestica Annotation Release 103
GCA_028372415.2,Notamacropus eugenii,tammar wallaby,9315,Mammalia,Diprotodontia,Macropodidae,Notamacropus,mMacEug1.pri_v2,Chromosome,reference genome,489668034,15255043,3447464908,272,787,38.5,30.4,0,0,2023-02-06,
GCF_028372415.1,Notamacropus eugenii,tammar wallaby,9315,Mammalia,Diprotodontia,Macropodidae,Notamacropus,mMacEug1.pri_v2,Chromosome,reference genome,489668034,15255043,3447464908,272,787,38.5,30.4,38317,21604,2023-02-06,GCF_028372415.1-RS_2025_03
GCA_048593345.1,Notamacropus eugenii,tammar wallaby,9315,Mammalia,Diprotodontia,Macropodidae,Notamacropus,ASM4859334v1,Chromosome,,483542947,377640009,3250186738,8,20,38.5,158.75,0,0,2025-03-17,
GCA_048593335.1,Notamacropus eugenii,tammar wallaby,9315,Mammalia,Diprotodontia,Macropodidae,Notamacropus,ASM4859333v1,Chromosome,,483525886,377633954,3349423305,8,35,38.5,158.75,0,0,2025-03-17,
GCA_028533205.1,Lagorchestes hirsutus,rufous hare-wallaby,65632,Mammalia,Diprotodontia,Macropodidae,Lagorchestes,Lagorchestes_hirsutus_HiC,Chromosome,reference genome,401333761,57452,3381150672,569642,631689,38.5,93,0,0,2023-02-09,
GCA_028627215.1,Macropus giganteus,eastern gray kangaroo,9317,Mammalia,Diprotodontia,Macropodidae,Macropus,mg-2k,Chromosome,reference genome,392871110,41690,3535619686,1012328,1081779,38.5,70,0,0,2023-02-16,
GCA_028583105.1,Macropus fuliginosus,western gray kangaroo,9316,Mammalia,Diprotodontia,Macropodidae,Macropus,mf-2k,Chromosome,reference genome,341276260,30299,3638522883,1417799,1491687,38.5,64,0,0,2023-02-10,
GCA_011100635.1,Trichosurus vulpecula,common brushtail,9337,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,mTriVul1.pri,Chromosome,reference genome,442560073,4314688,3359330516,211,2006,39.5,60.73,0,0,2020-03-10,
GCF_011100635.1,Trichosurus vulpecula,common brushtail,9337,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,mTriVul1.pri,Chromosome,reference genome,442560073,4314688,3359330516,211,2006,39.5,60.73,31401,22532,2020-03-10,NCBI Trichosurus vulpecula Annotation Release 100
GCA_028646595.1,Phalanger gymnotis,,65615,Mammalia,Diprotodontia,Phalangeridae,Phalanger,pg-2k,Chromosome,reference genome,353051754,28067,3623972075,1142900,1222713,39.5,69,0,0,2023-02-16,
GCA_003287225.3,Phascolarctos cinereus,koala,38626,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,mPhaCin1.pri,Chromosome,reference genome,480247137,11399805,3187989499,1235,1898,39,57.3,0,0,2025-12-17,
GCA_028658325.1,Potorous gilbertii,Gilbert's potoroo,173936,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous_gilbertii_HiC,Chromosome,reference genome,557804701,46323,3826410559,1148168,1209112,38.5,71,0,0,2023-02-17,
GCA_028627135.1,Pseudochirops cupreus,coppery ringtail possum,37702,Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops_cupreus_HiC,Chromosome,reference genome,425237964,27966,3579892125,1056511,1136014,39,79,0,0,2023-02-16,
GCA_028646575.1,Pseudocheirus occidentalis,Western ringtail oppossum,656515,Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,Pseudocheirus_occidentalis_HiC,Chromosome,reference genome,213462136,24464,3603728918,917762,1001302,39,60,0,0,2023-02-16,
GCA_028646515.1,Pseudochirops corinnae,golden ringtail possum,65629,Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops_corinnae_HiC,Chromosome,reference genome,209248263,26949,3503377836,551799,635686,39,75,0,0,2023-02-16,
GCA_028626985.1,Vombatus ursinus,common wombat,29139,Mammalia,Diprotodontia,Vombatidae,Vombatus,vu-2k,Chromosome,,576111283,74778,3341345253,633732,685857,39,71,0,0,2023-02-16,
GCA_950295315.1,Erinaceus europaeus,western European hedgehog,9365,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,mEriEur2.1,Chromosome,reference genome,126757761,999919,2720683831,1174,4934,42,31,0,0,2023-05-01,
GCF_950295315.1,Erinaceus europaeus,western European hedgehog,9365,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,mEriEur2.1,Chromosome,reference genome,126757761,999919,2720683831,1174,4934,42,31,31885,20879,2023-05-01,GCF_950295315.1-RS_2023_10
GCA_027595985.1,Sorex araneus,European shrew,42254,Mammalia,Eulipotyphla,Soricidae,Sorex,mSorAra2.pri,Chromosome,reference genome,374364821,4024507,2405993548,65,1492,43,35.71,0,0,2023-01-09,
GCF_027595985.1,Sorex araneus,European shrew,42254,Mammalia,Eulipotyphla,Soricidae,Sorex,mSorAra2.pri,Chromosome,reference genome,374364821,4024507,2405993548,65,1492,43,35.71,28480,20687,2023-01-09,GCF_027595985.1-RS_2023_04
GCA_024139225.1,Suncus etruscus,white-toothed pygmy shrew,109475,Mammalia,Eulipotyphla,Soricidae,Suncus,mSunEtr1.pri.cur,Chromosome,reference genome,131952995,5042816,2471666657,147,1154,40,142.65,0,0,2022-07-06,
GCF_024139225.1,Suncus etruscus,white-toothed pygmy shrew,109475,Mammalia,Eulipotyphla,Soricidae,Suncus,mSunEtr1.pri.cur,Chromosome,reference genome,131952995,5042816,2471666657,147,1154,40,142.65,39091,19819,2022-07-06,GCF_024139225.1-RS_2023_02
GCA_055769025.1,Suncus murinus,house shrew,9378,Mammalia,Eulipotyphla,Soricidae,Suncus,Smur_1.0,Chromosome,reference genome,128092613,108479493,2766318393,1236,1384,40,51,0,0,2026-03-10,
GCA_965212715.2,Crocidura gueldenstaedtii,Guldenstadt's white-toothed shrew,458323,Mammalia,Eulipotyphla,Soricidae,Crocidura,mCroZim1.2,Chromosome,reference genome,127229103,28351139,2571708824,145,306,40,37,0,0,2025-07-07,
GCA_964194135.1,Talpa europaea,European mole,9375,Mammalia,Eulipotyphla,Talpidae,Talpa,mTalEur1.hap1.1,Chromosome,reference genome,136888642,3421604,2060984045,463,1519,42,30,0,0,2024-06-28,
GCA_042919465.1,Scaptochirus moschatus,short-faced mole,446353,Mammalia,Eulipotyphla,Talpidae,Scaptochirus,ASM4291946v1,Chromosome,reference genome,110510357,67659624,2252983806,255,297,43,100,0,0,2024-10-15,
GCA_028571685.1,Heterohyrax brucei,yellow-spotted hyrax,77598,Mammalia,Hyracoidea,Procaviidae,Heterohyrax,mHetBru1.pri,Chromosome,reference genome,139648372,78495281,3488059404,62,338,41,35.04,0,0,2023-02-10,
GCA_051225735.1,Oryctolagus cuniculus,rabbit,9986,Mammalia,Lagomorpha,Leporidae,Oryctolagus,ASM5122573v1,Chromosome,,148896876,138122305,2878080230,53,59,44,64,0,0,2025-07-07,
GCA_964237555.1,Oryctolagus cuniculus,rabbit,9986,Mammalia,Lagomorpha,Leporidae,Oryctolagus,mOryCun1.1,Chromosome,reference genome,144279705,2030165,2804657419,221,2497,44,31,0,0,2024-08-31,
GCF_964237555.1,Oryctolagus cuniculus,rabbit,9986,Mammalia,Lagomorpha,Leporidae,Oryctolagus,mOryCun1.1,Chromosome,reference genome,144279705,2030165,2804657419,221,2497,44,31,38822,21895,2024-08-31,GCF_964237555.1-RS_2024_11
GCA_013371645.1,Oryctolagus cuniculus cuniculus,,568996,Mammalia,Lagomorpha,Leporidae,Oryctolagus,OryCun3.0,Chromosome,,140390130,1879078,2780373160,1091,5345,44,40,0,0,2020-06-24,
GCA_036325905.1,Lepus oiostolus,woolly hare,112018,Mammalia,Lagomorpha,Leporidae,Lepus,CXZ,Chromosome,reference genome,137608147,58464897,2855089205,112,352,44,74.31,0,0,2024-02-05,
GCA_978442995.1,Lepus castroviejoi,Broom Hare,187398,Mammalia,Lagomorpha,Leporidae,Lepus,mLepCas1.Hap1.1,Chromosome,reference genome,137255412,58008274,2919066766,212,451,44,38,0,0,2026-02-10,
GCA_051942805.1,Lepus tolai,,283924,Mammalia,Lagomorpha,Leporidae,Lepus,ASM5194280v1,Chromosome,reference genome,134987039,134987039,2867332150,25,30,44,60,0,0,2025-08-12,
GCA_055471105.1,Lepus americanus,snowshoe hare,48086,Mammalia,Lagomorpha,Leporidae,Lepus,ASM5547110v1,Chromosome,reference genome,131013113,52566763,2752826553,312,525,44,32.1,0,0,2026-02-24,
GCA_047671645.1,Oryctolagus cuniculus,rabbit,9986,Mammalia,Lagomorpha,Leporidae,Oryctolagus,ASM4767164v1,Chromosome,,129991246,39291861,2634100571,851,1998,44,102,0,0,2025-02-12,
GCA_949820135.1,Sylvilagus floridanus,eastern cottontail,9988,Mammalia,Lagomorpha,Leporidae,Sylvilagus,mSylFlo1.10,Chromosome,reference genome,129271642,34907720,2848420111,99,415,43.5,26,0,0,2023-04-19,
GCA_040893755.1,Lepus timidus,Mountain hare,62621,Mammalia,Lagomorpha,Leporidae,Lepus,mLepTim1.1_al,Chromosome,,126936470,5114768,2556802277,109,1454,44,21,0,0,2024-07-26,
GCA_047496845.1,Lepus yarkandensis,Yarkand hare,301146,Mammalia,Lagomorpha,Leporidae,Lepus,LepYark_1.0,Complete Genome,reference genome,126863262,126863262,2695446921,24,24,43.5,54.75,0,0,2025-02-07,
GCA_055471055.1,Lepus americanus,snowshoe hare,48086,Mammalia,Lagomorpha,Leporidae,Lepus,ASM5547105v1,Chromosome,,126702867,53223170,2644729856,392,594,44,32.1,0,0,2026-02-24,
GCA_033115175.1,Lepus europaeus,European hare,9983,Mammalia,Lagomorpha,Leporidae,Lepus,mLepEur2.pri,Chromosome,reference genome,125776599,43409466,2930954587,650,1068,44,25,0,0,2023-10-31,
GCF_033115175.1,Lepus europaeus,European hare,9983,Mammalia,Lagomorpha,Leporidae,Lepus,mLepTim1.pri,Chromosome,reference genome,125776599,43409466,2930954587,650,1068,44,25,30833,21467,2023-10-31,GCF_033115175.1-RS_2024_01
GCA_040893245.2,Lepus timidus,Mountain hare,62621,Mammalia,Lagomorpha,Leporidae,Lepus,mLepTim1.1_pri,Chromosome,reference genome,125755317,4885811,2695287872,84,1411,43.5,21,0,0,2024-07-26,
GCA_042027585.1,Lepus capensis,brown hare,9981,Mammalia,Lagomorpha,Leporidae,Lepus,NW_LepCap_1.0,Chromosome,reference genome,124437717,30546000,2961127500,924,1480,44,35.8,0,0,2024-09-19,
GCA_009760805.1,Lepus timidus,Mountain hare,62621,Mammalia,Lagomorpha,Leporidae,Lepus,CIBIO-ISEM_LeTim_1.1,Chromosome,,116271063,18458,2703257108,4205,221138,43.5,77,0,0,2019-12-17,
GCA_009806435.2,Oryctolagus cuniculus,rabbit,9986,Mammalia,Lagomorpha,Leporidae,Oryctolagus,UM_NZW_1.0,Chromosome,,111644748,337730,2841489785,3159,21334,44,40,0,0,2021-02-04,
GCF_009806435.1,Oryctolagus cuniculus,rabbit,9986,Mammalia,Lagomorpha,Leporidae,Oryctolagus,UM_NZW_1.0,Chromosome,,111644748,337730,2841489785,3159,21334,44,40,37497,22458,2021-02-04,GCF_009806435.1-RS_2023_02
GCA_015711505.1,Sylvilagus bachmani,brush rabbit,365149,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus_bachmani_HiC,Chromosome,reference genome,110456461,58367,2686379823,524010,575170,44,125,0,0,2020-12-04,
GCA_014633375.1,Ochotona princeps,American pika,9978,Mammalia,Lagomorpha,Ochotonidae,Ochotona,OchPri4.0,Chromosome,,75838078,42119,2231476247,9350,134291,43.5,23.68,0,0,2020-09-21,
GCF_014633375.1,Ochotona princeps,American pika,9978,Mammalia,Lagomorpha,Ochotonidae,Ochotona,OchPri4.0,Chromosome,,75838078,42119,2231476247,9350,134291,43.5,23.68,24017,18872,2020-09-21,NCBI Ochotona princeps Annotation Release 102
GCA_030435755.1,Ochotona princeps,American pika,9978,Mammalia,Lagomorpha,Ochotonidae,Ochotona,mOchPri1.hap1,Chromosome,reference genome,73962893,12191025,2555444530,5864,6296,44,30,0,0,2023-07-13,
GCF_030435755.1,Ochotona princeps,American pika,9978,Mammalia,Lagomorpha,Ochotonidae,Ochotona,mOchPri1.hap1,Chromosome,reference genome,73962893,12191025,2555444530,5864,6296,44,30,28141,20332,2023-07-13,GCF_030435755.1-RS_2023_07
GCA_030435715.1,Ochotona princeps,American pika,9978,Mammalia,Lagomorpha,Ochotonidae,Ochotona,mOchPri1.hap2,Chromosome,,68818794,11313716,2534779560,6117,6492,44.5,30,0,0,2023-07-13,
GCA_043290065.1,Rhynchocyon petersi,black and rufous elephant shrew,320637,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,mRhyPet1.hap2,Chromosome,reference genome,546604020,13791435,5331151070,314,1037,42,29.2,0,0,2024-10-17,
GCA_043290085.1,Rhynchocyon petersi,black and rufous elephant shrew,320637,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,mRhyPet1.hap1,Chromosome,,521973465,13617243,5620354054,468,1238,41.5,29.2,27485,19192,2024-10-17,GCA_043290085.1-GB_2025_12_03
GCA_019393635.1,Dromiciops gliroides,monito del monte,33562,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,mDroGli1.pri,Chromosome,reference genome,670775900,38230856,3303199800,17,277,39,63,0,0,2021-08-03,
GCF_019393635.1,Dromiciops gliroides,monito del monte,33562,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,mDroGli1.pri,Chromosome,reference genome,670775900,38230856,3303199800,17,277,39,63,31081,21870,2021-08-03,NCBI Dromiciops gliroides Annotation Release 100
GCA_004115215.4,Ornithorhynchus anatinus,platypus,9258,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,mOrnAna1.pri.v4,Chromosome,reference genome,83338043,15146802,1859264908,321,833,46,58.8,0,0,2020-11-06,
GCF_004115215.2,Ornithorhynchus anatinus,platypus,9258,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,mOrnAna1.pri.v4,Chromosome,reference genome,83338043,15146802,1859264908,321,833,46,58.8,30497,18152,2020-11-06,NCBI Ornithorhynchus anatinus Annotation Release 105
GCA_015852505.1,Tachyglossus aculeatus,Australian echidna,9261,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,mTacAcu1.pri,Chromosome,reference genome,63379719,19859057,2213004214,310,831,45.5,58.29,0,0,2020-12-09,
GCF_015852505.1,Tachyglossus aculeatus,Australian echidna,9261,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,mTacAcu1.pri,Chromosome,reference genome,63379719,19859057,2213004214,310,831,45.5,58.29,31147,18929,2020-12-09,NCBI Tachyglossus aculeatus Annotation Release 100
GCA_048126345.2,Notoryctes typhlops,marsupial mole,37699,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes,mNotTyp1.pri,Chromosome,reference genome,357300764,84282059,3845125805,688,899,38,50,0,0,2026-01-23,
GCA_054644205.1,Lestoros inca,Incan shrew opossum,42731,Mammalia,Paucituberculata,Caenolestidae,Lestoros,mLesInc1.hap1,Chromosome,reference genome,853182845,11940304,4258788792,187,1262,38,51.17,0,0,2026-01-22,
GCA_054644215.1,Lestoros inca,Incan shrew opossum,42731,Mammalia,Paucituberculata,Caenolestidae,Lestoros,mLesInc1.hap2,Chromosome,,845142664,11196828,4080969164,98,1092,38,51.17,0,0,2026-01-22,
GCA_037893015.1,Macrotis lagotis,bilby,92651,Mammalia,Peramelemorphia,Peramelidae,Macrotis,bilby.v1.9.chrom.fasta,Chromosome,reference genome,343853051,1227456,3655715178,608,5027,37.5,67,0,0,2024-04-04,
GCF_037893015.1,Macrotis lagotis,bilby,92651,Mammalia,Peramelemorphia,Peramelidae,Macrotis,bilby.v1.9.chrom.fasta,Chromosome,reference genome,343853051,1227456,3655715178,608,5027,37.5,67,36223,21156,2024-04-04,GCF_037893015.1-RS_2025_05
GCA_021613505.1,Equus quagga,,89248,Mammalia,Perissodactyla,Equidae,Equus,UCLA_HA_Equagga_1.0,Chromosome,reference genome,122556673,427941,2500914156,12506,27130,41.5,48,0,0,2022-01-31,
GCF_021613505.1,Equus quagga,,89248,Mammalia,Perissodactyla,Equidae,Equus,UCLA_HA_Equagga_1.0,Chromosome,reference genome,122556673,427941,2500914156,12506,27130,41.5,48,27599,21070,2022-01-31,GCF_021613505.1-RS_2023_03
GCA_052150635.1,Equus kiang,kiang,94398,Mammalia,Perissodactyla,Equidae,Equus,ASM5215063v1,Complete Genome,reference genome,107027433,107027433,2486009267,27,27,42,257,0,0,2025-08-19,
GCA_052863115.1,Equus kiang,kiang,94398,Mammalia,Perissodactyla,Equidae,Equus,ASM5286311v1,Chromosome,,105491970,56672723,2487178225,1593,1654,42,500,0,0,2025-09-26,
GCA_054375355.1,Equus asinus,donkey,9793,Mammalia,Perissodactyla,Equidae,Equus,CAU_T2T_donkey1.0,Complete Genome,,105147494,105147494,2785912168,32,32,42,98,0,0,2026-01-06,
GCA_041296235.2,Equus asinus,donkey,9793,Mammalia,Perissodactyla,Equidae,Equus,EquAss-T2T_v2,Chromosome,reference genome,101318199,102829910,2797756172,848,855,42.5,185,0,0,2024-12-12,
GCF_041296235.1,Equus asinus,donkey,9793,Mammalia,Perissodactyla,Equidae,Equus,EquAss-T2T_v2,Chromosome,reference genome,101318199,102829910,2797756172,848,855,42.5,185,33601,21414,2024-12-12,GCF_041296235.1-RS_2024_12
GCA_052818215.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,T2T-horse1.0,Complete Genome,,100959084,100959084,2798702308,33,33,43,246,0,0,2025-09-24,
GCA_052445885.1,Equus asinus,donkey,9793,Mammalia,Perissodactyla,Equidae,Equus,ASM5244588v1,Chromosome,,99746532,99746532,2909267788,251,255,42.5,120,0,0,2025-09-04,
GCA_041296265.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,TB-T2T,Chromosome,reference genome,99223387,99223387,2769438211,624,629,43,185,0,0,2024-08-16,
GCF_041296265.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,TB-T2T,Chromosome,reference genome,99223387,99223387,2769438211,624,629,43,185,39335,21772,2024-08-16,GCF_041296265.1-RS_2024_12
GCA_016077325.2,Equus asinus,donkey,9793,Mammalia,Perissodactyla,Equidae,Equus,ASM1607732v2,Chromosome,,98589534,25073460,2431907375,50,1468,41.5,211,0,0,2021-10-14,
GCF_016077325.2,Equus asinus,donkey,9793,Mammalia,Perissodactyla,Equidae,Equus,ASM1607732v2,Chromosome,,98589534,25073460,2431907375,50,1468,41.5,211,38517,21649,2021-10-14,NCBI Equus asinus Annotation Release 101
GCA_052323815.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,ASM5232381v1,Complete Genome,,97876640,97876640,2747515568,33,33,43,109,0,0,2025-08-28,
GCA_036426135.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,mEquCab1.pat,Chromosome,,90406661,43557573,2596720901,601,715,42,32,0,0,2024-02-07,
GCA_964023255.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,EquCab_Warmblood_WUR,Chromosome,,89933864,35196120,2585039221,1850,2608,42.5,40,0,0,2024-04-11,
GCA_964023265.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,EquCab_Friesian_WUR,Chromosome,,89565925,36577919,2559419963,1713,2287,42.5,40,0,0,2024-04-11,
GCA_048565035.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,AGIS_DeBao_1.0,Chromosome,,88975660,34248948,2438381059,235,471,41.5,121,0,0,2025-03-12,
GCA_036418255.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,mEquCab1.mat,Chromosome,,88315369,37695881,2331848197,821,1031,42,32,0,0,2024-02-07,
GCA_002863925.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,EquCab3.0,Chromosome,,87230776,1502753,2506949475,4700,10986,41.5,88,0,0,2018-01-05,
GCF_002863925.1,Equus caballus,horse,9796,Mammalia,Perissodactyla,Equidae,Equus,EquCab3.0,Chromosome,,87230776,1502753,2506949475,4700,10986,41.5,88,33687,20955,2018-01-05,GCF_002863925.1-RS_2024_08
GCA_037783145.1,Equus przewalskii,Przewalski's horse,9798,Mammalia,Perissodactyla,Equidae,Equus,EquPr2,Chromosome,reference genome,85145959,25995503,2499640368,2146,2456,42,43,0,0,2024-04-01,
GCF_037783145.1,Equus przewalskii,Przewalski's horse,9798,Mammalia,Perissodactyla,Equidae,Equus,EquPr2,Chromosome,reference genome,85145959,25995503,2499640368,2146,2456,42,43,34800,20517,2024-04-01,GCF_037783145.1-RS_2024_12
GCA_037783155.1,Equus przewalskii,Przewalski's horse,9798,Mammalia,Perissodactyla,Equidae,Equus,EquPr2,Chromosome,,85125050,25989936,2499175760,2146,2453,42,43,0,0,2024-04-01,
GCA_023653735.1,Ceratotherium simum simum,southern white rhinoceros,73337,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,ASM2365373v1,Chromosome,,67555069,50391373,2870065268,306,946,41.5,28,0,0,2022-06-29,
GCA_021442165.1,Ceratotherium simum cottoni,northern white rhinoceros,310713,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,CerSimCot1.0,Chromosome,,65935509,16022912,2495791635,390,841,41,75,0,0,2022-01-12,
GCA_020826845.1,Diceros bicornis minor,,77932,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,mDicBic1.mat.cur,Chromosome,reference genome,65026825,28468213,3005519209,1075,1290,41.5,30.57,0,0,2021-11-10,
GCF_020826845.1,Diceros bicornis minor,,77932,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,mDicBic1.mat.cur,Chromosome,reference genome,65026825,28468213,3005519209,1075,1290,41.5,30.57,30368,21434,2021-11-10,GCF_020826845.1-RS_2023_07
GCA_028533375.1,Diceros bicornis,black rhinoceros,9805,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,Diceros_bicornis_HiC,Chromosome,,59591286,87018,2604568178,636610,670561,41,99,0,0,2023-02-09,
GCA_028646465.1,Rhinoceros unicornis,greater Indian rhinoceros,9809,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Rhinoceros_unicornis_HiC,Chromosome,reference genome,56870999,105810,2631998212,273665,306900,41,74,0,0,2023-02-16,
GCA_054859645.1,Tapirus indicus,Asiatic tapir,9802,Mammalia,Perissodactyla,Tapiridae,Tapirus,ASM5485964v1,Chromosome,reference genome,131304611,78907297,2468889663,114,160,41,100,0,0,2026-01-30,
GCA_031878705.1,Tapirus indicus,Asiatic tapir,9802,Mammalia,Perissodactyla,Tapiridae,Tapirus,mTapInd1.hap2,Chromosome,,129754520,56553937,2477428682,192,284,41,37,0,0,2023-09-25,
GCA_031878655.1,Tapirus indicus,Asiatic tapir,9802,Mammalia,Perissodactyla,Tapiridae,Tapirus,mTapInd1.hap1,Chromosome,,129321892,52012120,2498393425,259,338,41,37,0,0,2023-09-25,
GCA_054859495.1,Tapirus terrestris,Brazilian tapir,9801,Mammalia,Perissodactyla,Tapiridae,Tapirus,ASM5485949v1,Chromosome,reference genome,70378332,70378332,2567765356,50,73,41,88,0,0,2026-01-30,
GCA_030020395.1,Manis pentadactyla,Chinese pangolin,143292,Mammalia,Pholidota,Manidae,Manis,mManPen7.hap1,Chromosome,reference genome,149551276,25547713,2840164579,661,1044,41,30.11,0,0,2023-05-23,
GCF_030020395.1,Manis pentadactyla,Chinese pangolin,143292,Mammalia,Pholidota,Manidae,Manis,mManPen7.hap1,Chromosome,reference genome,149551276,25547713,2840164579,661,1044,41,30.11,31161,21077,2023-05-23,GCF_030020395.1-RS_2023_06
GCA_040802235.1,Manis javanica,Malayan pangolin,9974,Mammalia,Pholidota,Manidae,Manis,MJ_LKY,Chromosome,reference genome,141798549,61244301,2559979548,62,150,41,38,0,0,2024-07-22,
GCF_040802235.1,Manis javanica,Malayan pangolin,9974,Mammalia,Pholidota,Manidae,Manis,MJ_LKY,Chromosome,reference genome,141798549,61244301,2559979548,62,150,41,38,33018,20586,2024-07-22,GCF_040802235.1-RS_2025_04
GCA_040802205.1,Manis pentadactyla,Chinese pangolin,143292,Mammalia,Pholidota,Manidae,Manis,MP_LKY,Chromosome,,140706300,40346097,2641441103,89,281,41,25,0,0,2024-07-22,
GCA_963992745.1,Bradypus torquatus,Maned three-toed sloth,227087,Mammalia,Pilosa,Bradypodidae,Bradypus,mBraTor.pri,Chromosome,reference genome,156600181,4748776,3128591653,2915,5022,39.5,71,0,0,2024-12-06,
GCA_015220235.1,Choloepus didactylus,southern two-toed sloth,27675,Mammalia,Pilosa,Megalonychidae,Choloepus,mChoDid1.pri,Chromosome,reference genome,146178362,20994632,3214686105,145,1384,40,56.84,0,0,2020-11-03,
GCF_015220235.1,Choloepus didactylus,southern two-toed sloth,27675,Mammalia,Pilosa,Megalonychidae,Choloepus,mChoDid1.pri,Chromosome,reference genome,146178362,20994632,3214686105,145,1384,40,56.84,41055,23549,2020-11-03,NCBI Choloepus didactylus Annotation Release 100
GCA_023851605.1,Tamandua tetradactyla,southern tamandua,48850,Mammalia,Pilosa,Myrmecophagidae,Tamandua,mTamTet1.pri,Chromosome,reference genome,174634624,9869167,3205724741,200,1161,39.5,66.47,0,0,2022-06-22,
