"","Max Longevity Simple Phylo Ranking Pathways W Or","Max Longevity Zero Filtered Poisson Pglmm 20250702 110253 Pathways","Mlres Simple Phylo Ranking Pathways W Or","Mlres Zero Filtered Poisson Pglmm 20250707 075917 Pathways"
"FORMATION OF WDR5 CONTAINING HISTONE MODIFYING COMPLEXES",-0.945162419635628,-1.15037534585663,-0.883407689856842,-1.01433239165539
"FORMYL PEPTIDE RECEPTORS BIND FORMYL PEPTIDES AND MANY OTHER LIGANDS",1.33103333231746,0.754403131437992,-1.25472038078098,1.36092761043507
"FOXO MEDIATED TRANSCRIPTION",0.968760194548999,-0.861010339743885,-1.37656766566245,0.563975716923847
"FOXO MEDIATED TRANSCRIPTION OF OXIDATIVE STRESS METABOLIC AND NEURONAL GENES",0.810589777457686,-0.89127574106451,-1.43275904202084,0.484389533313227
"FREE FATTY ACIDS REGULATE INSULIN SECRETION",-1.20329942260105,-1.21132787998052,-0.869385647909138,-1.16134215577211
"FRS MEDIATED FGFR1 SIGNALING",-0.586152329357913,0.701684446763751,-1.133466865188,1.08009948623538
"FRS MEDIATED FGFR2 SIGNALING",-0.586152329357913,-0.860509966148899,-1.02971611135477,0.723199958745404
"FRS MEDIATED FGFR3 SIGNALING",-0.586152329357913,0.645344311854542,-1.02971611135477,0.709523251149771
"FRS MEDIATED FGFR4 SIGNALING",0.539257366436557,0.718146097475314,-1.02971611135477,0.91033139683166
"G0 AND EARLY G1",1.21321125382322,-0.595045962877071,-0.538730621193483,1.01587076413711
"G1 S DNA DAMAGE CHECKPOINTS",1.0063120673361,0.637401710617896,-0.81083962902929,1.274027170906
"G1 S SPECIFIC TRANSCRIPTION",1.16087508558672,-0.80839548087967,-1.26882907788591,0.707177501050954
"G2 M CHECKPOINTS",-0.680172255024634,1.53488729255055,1.7351895789302,1.67220810571902
"G2 M DNA DAMAGE CHECKPOINT",-0.758425297001289,1.77003664452784,1.8981078299358,1.85093246763078
"GAB1 SIGNALOSOME",0.58162643134333,-1.4054154968088,-0.877963561702995,-0.933605332974601
"GABA B RECEPTOR ACTIVATION",0.864507309940537,0.829238977919753,-0.926204352696482,1.30869409399586
"GABA RECEPTOR ACTIVATION",0.776290708491352,-1.25387546743369,-1.14576469279337,0.793079043593412
"GABA SYNTHESIS RELEASE REUPTAKE AND DEGRADATION",0.999583094471297,-1.23531575769864,0.969496352600146,-0.979459395619718
"GAMMA CARBOXYLATION HYPUSINYLATION HYDROXYLATION AND ARYLSULFATASE ACTIVATION",-0.927931502233541,0.881300382256757,-1.09886949915079,1.12822101324318
"GAP FILLING DNA REPAIR SYNTHESIS AND LIGATION IN GG NER",-0.780728547034765,-1.11610972953576,-1.22638233468534,-0.804317810055658
"GAP JUNCTION ASSEMBLY",-1.04547198294437,1.56715150290105,0.756250608152257,1.47971979359928
"GAP JUNCTION DEGRADATION",1.14515980921972,-0.807232915995642,1.25312560469061,0.735502583135958
"GAP JUNCTION TRAFFICKING AND REGULATION",0.887519607837289,1.30789087859597,0.790422820496741,1.26167008372928
"GASTRIN CREB SIGNALLING PATHWAY VIA PKC AND MAPK",1.04469902213195,-0.925921372096361,-0.975158949015123,0.926759893101169
"GASTRULATION",0.938225688499517,-1.16650727114882,-0.742054851841671,0.560141014473773
"GENERATION OF SECOND MESSENGER MOLECULES",-0.946091151606124,1.06141989173954,-1.06942600710323,1.31371503516272
"GENE AND PROTEIN EXPRESSION BY JAK STAT SIGNALING AFTER INTERLEUKIN 12 STIMULATION",0.756399443627896,1.12764620039165,-0.820277583817149,1.09203791558612
"GENE SILENCING BY RNA",0.619386518716991,2.00954580042854,2.15276182962299,1.99214954273309
"GERM LAYER FORMATION AT GASTRULATION",0.998117430109902,-0.617331289867396,0.908644985788009,0.681230442345145
"GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER",0.99323293074754,-1.20117726448936,-1.37518345115052,-0.744545077539234
"GLUCAGON LIKE PEPTIDE 1 GLP1 REGULATES INSULIN SECRETION",-0.70181100981201,-0.920439923178677,-0.902770813060736,1.22794142986361
"GLUCAGON SIGNALING IN METABOLIC REGULATION",-0.70181100981201,0.925793611997524,-1.04589244466311,1.44253199267151
"GLUCAGON TYPE LIGAND RECEPTORS",1.26953251713588,-0.683948264344669,-1.07644593191527,1.22140514627473
"GLUCOCORTICOID BIOSYNTHESIS",1.34466760129205,-1.61750317119515,1.74524577129091,-1.5544785614865
"GLUCONEOGENESIS",1.19343691186735,-0.451160588740306,-0.84083675607198,0.619486143328945
"GLUCOSE METABOLISM",1.23554483432253,-1.10592547889797,1.0885192598826,0.645703468470197
"GLUCURONIDATION",1.31456058291818,1.12816990007914,0.699371086632854,-1.32607984823033
"GLUTAMATE NEUROTRANSMITTER RELEASE CYCLE",0.779944873590358,-1.48734693060546,0.969496352600146,-1.21532807432441
"GLUTATHIONE CONJUGATION",-0.798132190892575,-0.690310166713704,-0.796466645224349,-1.65889285114724
"GLYCEROPHOSPHOLIPID BIOSYNTHESIS",0.724364266706863,-1.33475729988968,-1.57418928919937,-1.02943582140236
"GLYCOGEN BREAKDOWN GLYCOGENOLYSIS",1.22186436003613,0.732552437448045,-0.842013574484957,1.02513611654675
"GLYCOGEN METABOLISM",1.2101437107058,0.803607333554746,-0.768655006178837,1.16107069182137
"GLYCOGEN STORAGE DISEASES",0.718894022742024,0.746491160150326,0.696984039082731,1.17549342970522
"GLYCOGEN SYNTHESIS",-0.784007181747181,0.49262423722085,0.696984039082731,1.06240829333766
"GLYCOSAMINOGLYCAN METABOLISM",0.916187980053335,-1.4788388062631,1.09346750141072,-1.29986311073612
"GLYCOSPHINGOLIPID CATABOLISM",0.584301048279827,0.798513007348972,-1.14713474445018,0.894004590524291
"GLYCOSPHINGOLIPID METABOLISM",0.584301048279827,0.703189372872133,-1.14713474445018,0.8341556211223
"GLYOXYLATE METABOLISM AND GLYCINE DEGRADATION",0.815594382028808,-1.10199526488104,-1.3236964377904,-0.763980734208123
"GOLGI ASSOCIATED VESICLE BIOGENESIS",1.19665133249324,-0.987806957001972,-0.929686546251734,0.928022352004046
"GOLGI CISTERNAE PERICENTRIOLAR STACK REORGANIZATION",0.877436861793745,1.00119824818611,1.01255399365408,1.27785996267806
"GOLGI TO ER RETROGRADE TRANSPORT",0.940728875467454,0.881021794242543,-1.01550599753108,1.08037759827844
"GPCR LIGAND BINDING",1.07548555610924,-0.863940793277959,-1.30228230079614,0.791996487038729
"GPER1 SIGNALING",0.768826493977723,0.891479132478064,-0.968613259633545,1.43196132627209
"GPVI MEDIATED ACTIVATION CASCADE",-1.10489386404945,0.963020873901765,-0.93786286902413,1.21452535396682
"GRB2 EVENTS IN ERBB2 SIGNALING",0.636161541601563,-1.58483026081695,-1.04258178205031,-1.30295030950752
"GRB2 SOS PROVIDES LINKAGE TO MAPK SIGNALING FOR INTEGRINS",1.05812558024323,0.583513354725981,-1.09136666733816,1.11868915392822
"GROWTH HORMONE RECEPTOR SIGNALING",1.02899019092917,1.2503116626443,-1.06999272073747,1.53694485203575
"G ALPHA 12 13 SIGNALLING EVENTS",0.963150623238473,-1.68632647403631,-1.0862504314181,-1.25129498443977
"G ALPHA I SIGNALLING EVENTS",1.29077222162405,-1.06576610403286,-1.35909725354033,1.02813234120194
"G ALPHA Q SIGNALLING EVENTS",1.06493432462262,-1.50956562650351,-1.09638153906172,-0.826683817392557
"G ALPHA S SIGNALLING EVENTS",0.792290072743172,-1.17743795698325,-0.942924404765236,0.766091765803593
"G ALPHA Z SIGNALLING EVENTS",1.19066180029447,0.696046948483728,-0.985851727756487,1.22421749744502
"G BETA GAMMA SIGNALLING THROUGH CDC42",-0.975705013049573,0.958387818122411,-0.926204352696482,1.29984025912002
"G BETA GAMMA SIGNALLING THROUGH PI3KGAMMA",-0.940978012557436,0.828612322608704,-0.926204352696482,1.37179582139051
"G PROTEIN ACTIVATION",0.680222272122873,0.835302736642582,-0.985851727756487,1.36444193978611
"G PROTEIN BETA GAMMA SIGNALLING",-1.18740776888505,-0.733030717105563,-0.926204352696482,1.0603144759693
"G PROTEIN MEDIATED EVENTS",1.38761762345522,-1.29741013855947,-0.872902237300346,0.716691686680834
"HATS ACETYLATE HISTONES",-1.13244922460061,1.95549382415723,1.92913160537647,1.98848672282268
"HCMV EARLY EVENTS",-0.85432573941457,2.09199905929001,1.89471372894793,2.1340013128487
"HCMV INFECTION",-0.85432573941457,2.05911306015989,1.89471372894793,2.09496940749136
"HCMV LATE EVENTS",-0.816504605354988,2.21465486643435,2.23865657944681,2.18978678672211
"HDACS DEACETYLATE HISTONES",-0.480581519461531,2.17134988868688,1.94886302817112,2.21347995101654
"HDL REMODELING",1.4045474176906,-1.06008071426167,-1.017947927225,-0.920822040720542
"HDMS DEMETHYLATE HISTONES",0.64311491347264,1.81510095038547,1.17498286377396,1.94502547430535
"HDR THROUGH HOMOLOGOUS RECOMBINATION HRR",-1.87370402264301,-1.25551737154852,-1.29151647602046,-0.821646288635795
"HDR THROUGH SINGLE STRAND ANNEALING SSA",-1.27086608403998,-1.26905451892248,-1.56288888325637,-0.962962695038288
"HEDGEHOG LIGAND BIOGENESIS",1.06294869880388,0.494741527913135,-0.758934887515902,1.08072977828026
"HEDGEHOG OFF STATE",0.678609704162336,0.798612069012449,-0.911778920110359,1.11539161631306
"HEDGEHOG ON STATE",0.91945164022576,-0.68257090595969,-0.875516320223394,1.04235874239641
"HEME DEGRADATION",1.14700206150838,-1.00367814677506,0.662007164032961,-0.965237956647797
"HEME SIGNALING",0.548341829451096,-1.33103946289761,-1.3397985324719,-0.983812942807657
"HEMOSTASIS",0.94463155585407,0.803608046675566,-1.00261063864254,1.08995898992555
"HEPARAN SULFATE HEPARIN HS GAG METABOLISM",1.16043975813438,-1.43813042512651,1.09346750141072,-1.32978406845026
"HIGHLY CALCIUM PERMEABLE NICOTINIC ACETYLCHOLINE RECEPTORS",-1.26309490353231,1.32756815252201,0.934846203108443,1.36294280540572
"HIGHLY CALCIUM PERMEABLE POSTSYNAPTIC NICOTINIC ACETYLCHOLINE RECEPTORS",-1.26309490353231,1.25786124936019,0.934846203108443,1.25660113779103
"HIGHLY SODIUM PERMEABLE POSTSYNAPTIC ACETYLCHOLINE NICOTINIC RECEPTORS",-0.994754173833533,0.976119185377277,0.878734991931196,1.11858889209978
"HIV ELONGATION ARREST AND RECOVERY",1.18902554391922,0.928805365580244,-1.66222726616465,0.961690545497142
"HIV INFECTION",0.910340185825064,0.734297327479208,-1.17591386167343,1.14286851050409
"HIV LIFE CYCLE",0.887106426329908,0.646359789065866,-1.13541727515249,0.952370648505578
"HIV TRANSCRIPTION ELONGATION",1.15714819594134,0.610903504348011,-1.7281179771663,0.622809137742679
"HIV TRANSCRIPTION INITIATION",0.845405058338729,0.74708542009648,-1.48352177020641,0.913769341453096
"HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE",-1.47131748209106,-1.34018598513851,-1.4557243768524,-1.04234808452525
"HOMOLOGY DIRECTED REPAIR",-1.29797391918053,1.60860425019414,1.66689929721732,1.65926519367945
"HOST INTERACTIONS OF HIV FACTORS",0.846331767189264,0.856277759971273,-1.00985953309036,1.33512515619742
"HSF1 ACTIVATION",1.03343950136643,0.768708508093057,-0.962580942143154,0.958558416291709
"HSF1 DEPENDENT TRANSACTIVATION",1.03958482542623,-1.00366290827127,-1.04861877413679,-1.01360878717258
"HSP90 CHAPERONE CYCLE FOR STEROID HORMONE RECEPTORS SHR IN THE PRESENCE OF LIGAND",0.415371221235286,1.25298421195542,-0.947990890965135,1.45665444076395
"HS GAG DEGRADATION",1.04852110841012,-1.45746054345065,1.31036714465796,-1.49855291578844
"HUR ELAVL1 BINDS AND STABILIZES MRNA",-0.921463511327378,-0.898874426952098,-1.03252452245741,0.674385240574369
"IFNG SIGNALING ACTIVATES MAPKS",1.32349491833956,0.520141001643584,-1.07279297883325,0.888389882557388
"IKK COMPLEX RECRUITMENT MEDIATED BY RIP1",-1.20761366354627,1.19704768919689,-0.685245758473784,1.36144333730659
"IL 6 TYPE CYTOKINE RECEPTOR LIGAND INTERACTIONS",-0.862998011384629,0.495605005449332,-1.29943211151265,-0.550453803027261
"IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON LYMPHOID CELL",1.10034482127164,1.02637733115248,-0.93966716610899,1.05267599191519
"INACTIVATION OF CSF3 G CSF SIGNALING",-1.22741957724753,1.29023180658456,-1.15151155789464,1.46273962210746
"INCRETIN SYNTHESIS SECRETION AND INACTIVATION",1.18746763404176,-0.990041198336586,-1.32156707777303,0.597660698034487
"INFECTION WITH MYCOBACTERIUM TUBERCULOSIS",1.21567985775631,1.30158756017912,-0.924519835618712,1.30814735478227
"INFECTIOUS DISEASE",0.89420652134958,1.36915208170999,-0.574585545645862,1.61292379940212
"INFLAMMASOMES",1.03131710524197,0.692892123341594,-1.10281613041611,1.16183951585291
"INFLUENZA INFECTION",1.05897582384307,1.83541008437455,-0.674501336826338,1.96898667153151
"INHIBITION OF DNA RECOMBINATION AT TELOMERE",0.502587295169491,2.18884790452423,2.17048127274851,2.09979150348018
"INHIBITION OF REPLICATION INITIATION OF DAMAGED DNA BY RB1 E2F1",1.49697721182223,-0.960056270510959,-0.771812080536913,0.792414365668829
"INHIBITION OF THE PROTEOLYTIC ACTIVITY OF APC C REQUIRED FOR THE ONSET OF ANAPHASE BY MITOTIC SPINDLE CHECKPOINT COMPONENTS",1.16072437386683,-0.90489899532512,-1.13106961473844,-0.837449859152509
"INITIAL TRIGGERING OF COMPLEMENT",0.946820679862852,-1.07319412997915,0.977177104115617,0.974796601811889
"INITIATION OF NUCLEAR ENVELOPE NE REFORMATION",0.808187901696532,0.679636740756039,-0.771812080536913,0.993021723600326
"INLA MEDIATED ENTRY OF LISTERIA MONOCYTOGENES INTO HOST CELLS",-0.784007181747181,0.570444379661119,0.696984039082731,0.934413026504336
"INLB MEDIATED ENTRY OF LISTERIA MONOCYTOGENES INTO HOST CELL",0.727906032872509,-0.7025420228616,-1.16333091927079,0.880771730649351
"INNATE IMMUNE SYSTEM",1.11358679257498,0.836309722026375,-0.725836262619299,1.01986012151327
"INOSITOL PHOSPHATE METABOLISM",1.14738088750901,-1.40101525672952,-0.9292861133134,-1.29788425346319
"INSERTION OF TAIL ANCHORED PROTEINS INTO THE ENDOPLASMIC RETICULUM MEMBRANE",0.975399632508281,-1.2373601785974,-1.16349557719215,0.505853168935134
"INSULIN PROCESSING",1.2752845119635,-0.788163998029653,-1.23819948909696,-0.783203766797617
"INSULIN RECEPTOR RECYCLING",-0.792259206780622,0.607562850708426,-0.752060158016935,0.932769444465083
"INSULIN RECEPTOR SIGNALLING CASCADE",0.927621367410522,0.566228934883386,-1.12178508879698,0.903390012127127
"INTEGRATION OF ENERGY METABOLISM",0.712614568328613,-1.38854751090602,-0.855489474101173,0.814027271609675
"INTEGRATION OF PROVIRUS",-1.35213788983416,0.754219591362898,-0.971089313371193,1.09351306865656
"INTEGRIN CELL SURFACE INTERACTIONS",0.918143584411167,-1.47233559709168,-1.01152563817352,-1.22173529987837
"INTEGRIN SIGNALING",1.06518153653064,-0.840770250764629,-0.678180940152107,0.924168989711033
"INTERACTIONS OF REV WITH HOST CELLULAR PROTEINS",1.1142158512327,-0.831806368607865,1.06304685667778,0.838033464820471
"INTERACTIONS OF VPR WITH HOST CELLULAR PROTEINS",1.30591843649504,-0.973083391476789,1.3249728676266,-0.688505531716999
"INTERACTION BETWEEN L1 AND ANKYRINS",1.32995328057655,-1.68351773079811,0.670082900732169,-1.52502118632587
"INTERACTION WITH CUMULUS CELLS AND THE ZONA PELLUCIDA",0.776184821293284,-0.878724398494166,-1.25348477026329,-0.761685120893896
"INTERCONVERSION OF NUCLEOTIDE DI AND TRIPHOSPHATES",1.2004724260039,0.862534111721229,-1.36771332064152,1.16206282546141
"INTERFERON ALPHA BETA SIGNALING",0.576279016392869,1.26466704666597,1.03196587981039,1.28279645219674
"INTERFERON GAMMA SIGNALING",-0.755746093499468,-0.918621950627091,-1.31904377683366,1.12205913846335
"INTERFERON SIGNALING",0.442141912505575,1.08004321277311,-0.769967455897282,1.29624489755938
"INTERLEUKIN 10 SIGNALING",1.03678534566748,-0.730053785200862,-0.649000231943248,0.767473705679331
"INTERLEUKIN 12 FAMILY SIGNALING",0.685262253052205,0.940461671141578,0.764364916637539,1.14999372119356
"INTERLEUKIN 12 SIGNALING",0.823900756694825,1.10686797771784,-0.820277583817149,1.16037459962786
"INTERLEUKIN 15 SIGNALING",1.0294442593232,1.1511873354899,-0.704283699755705,1.42797315483073
"INTERLEUKIN 17 SIGNALING",1.4254657389365,-1.11393999935748,1.03773346478461,0.915381215738108
"INTERLEUKIN 1 FAMILY SIGNALING",0.562250305265876,-1.08464334467078,-0.833230584072919,0.750020393057993
"INTERLEUKIN 1 PROCESSING",-0.931400531915651,-0.702116608146001,-1.15476716102791,0.718477885876585
"INTERLEUKIN 1 SIGNALING",0.614314536268745,-0.766425691465054,-0.438955418467345,0.936971891778851
"INTERLEUKIN 20 FAMILY SIGNALING",-1.22741957724753,1.09380500512221,-1.2621180953253,1.26163311737088
"INTERLEUKIN 21 SIGNALING",0.778451675990267,0.931983488006293,-0.972052009118901,1.12694832078762
"INTERLEUKIN 27 SIGNALING",-0.805122979280982,-0.948621604688979,1.27272180756232,0.727363690217854
"INTERLEUKIN 2 FAMILY SIGNALING",0.647639734164987,1.02813183867048,-1.0170762418155,1.23667170661571
"INTERLEUKIN 2 SIGNALING",-0.741822710467433,0.857433753214175,-0.990326192498546,0.839034796222455
"INTERLEUKIN 35 SIGNALLING",-0.998156264385295,-0.805260746157783,1.27272180756232,0.93840791297015
"INTERLEUKIN 37 SIGNALING",0.724953754319741,-0.754893563820314,-1.20800410092077,0.721068393651516
"INTERLEUKIN 3 INTERLEUKIN 5 AND GM CSF SIGNALING",-0.921564842200143,1.15321571795981,-0.982112172828919,1.42409965326215
"INTERLEUKIN 4 AND INTERLEUKIN 13 SIGNALING",0.705814500984881,-0.825105273273071,-0.92100510880603,-0.742281731165683
"INTERLEUKIN 6 FAMILY SIGNALING",-0.776131961383228,-0.863309246808898,-1.29943211151265,-0.811075729086879
"INTERLEUKIN 7 SIGNALING",0.632016367231577,1.77284212929599,-0.674378186274032,1.91405976948383
"INTERLEUKIN 9 SIGNALING",0.714898030484581,0.96240075959755,-0.972052009118901,1.17273628323876
"INTERLEUKIN RECEPTOR SHC SIGNALING",-0.753569599136699,0.964286388060341,-0.840024245903285,1.26488113349351
"INTESTINAL ABSORPTION",0.958137065910603,-0.840732622968624,-0.842023748064017,-1.03122777008028
"INTRACELLULAR SIGNALING BY SECOND MESSENGERS",1.07197956152622,-1.25851624666454,-1.16937170733092,0.803856390613425
"INTRAFLAGELLAR TRANSPORT",-1.47546525748056,-0.876942498136301,0.723898629246499,0.789945681848068
"INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC",1.10052433854714,0.811844439289574,-0.994267999160607,0.993464487417281
"INTRA GOLGI TRAFFIC",0.785743191481219,-0.91993633081426,0.667762232984526,0.639908835854591
"INTRINSIC PATHWAY FOR APOPTOSIS",1.07455042612336,-1.4639328743403,-1.0151946361955,-0.97592791291924
"INTRINSIC PATHWAY OF FIBRIN CLOT FORMATION",1.23756612037797,-1.49661942591948,-1.09842761450084,-1.01696082584466
"INWARDLY RECTIFYING K CHANNELS",0.688145623624953,0.679872822598526,-0.926204352696482,1.28250443555424
"IONOTROPIC ACTIVITY OF KAINATE RECEPTORS",1.20048548755765,-1.63809563302476,-1.29994837377388,-1.74865036611625
"ION CHANNEL TRANSPORT",0.766956032414279,-1.4198259926111,-1.09166303289621,0.744887386924074
"ION HOMEOSTASIS",-0.711759235467187,-1.33343405912036,-1.07082087197006,-1.15635765156268
"ION TRANSPORT BY P TYPE ATPASES",-1.24979012238735,-0.910064322283139,-1.14960614612113,0.86257391131355
"IRAK1 RECRUITS IKK COMPLEX",-0.876341063753612,0.948835608632864,0.696984039082731,1.34722737409075
"IRAK2 MEDIATED ACTIVATION OF TAK1 COMPLEX",-0.784007181747181,0.674430380548324,0.696984039082731,1.03407366138641
"IRAK4 DEFICIENCY TLR2 4",-1.22234950208332,0.442958903432853,0.608190388334177,0.647411404696306
"IRE1ALPHA ACTIVATES CHAPERONES",1.04191515288397,0.786840314923839,-1.09699319669759,1.04586228422015
"IRF3 MEDIATED ACTIVATION OF TYPE 1 IFN",-0.68260257943232,-0.752374759075488,-0.76097057305111,0.723609192529223
"IRF3 MEDIATED INDUCTION OF TYPE I IFN",0.911797232216578,-1.0409218059179,-0.76097057305111,-0.758212692532155
"IRON UPTAKE AND TRANSPORT",1.23253708653633,1.01123423032258,-0.612928015439164,1.33931644046842
"IRS MEDIATED SIGNALLING",0.547947376253778,0.592219323900593,-0.998758655083296,0.886749912597099
"ISG15 ANTIVIRAL MECHANISM",0.786376570393414,-0.893320350985874,-0.798769435582926,1.0796024435014
"JNK C JUN KINASES PHOSPHORYLATION AND ACTIVATION MEDIATED BY ACTIVATED HUMAN TAK1",-0.876341063753612,-0.944583895542711,0.696984039082731,0.792263188978648
"JOSEPHIN DOMAIN DUBS",1.45706803963016,0.813712299918666,0.803548624480047,0.852453665225082
"KEAP1 NFE2L2 PATHWAY",0.839824734326503,-0.872322298320466,-1.23846800441504,0.826682720462034
"KERATINIZATION",1.19226477124829,1.49964702007999,-1.10774256113057,1.25191171502362
"KINESINS",1.40183941025479,0.877539934175548,0.756250608152257,0.900357532752953
"L1CAM INTERACTIONS",1.09115176649903,-1.39891154800507,-1.30695894835821,-1.2369732356832
"LAGGING STRAND SYNTHESIS",1.1802035623065,-1.58733940031737,-1.31182240578214,-1.59875830544688
"LAMININ INTERACTIONS",1.31768677343614,-1.67093471387144,1.14637786799475,-1.59149820161187
"LATE ENDOSOMAL MICROAUTOPHAGY",0.864552523035109,-1.21054805864777,0.906999720462659,0.555718629368984
"LATE SARS COV 2 INFECTION EVENTS",0.691467931950652,-1.12592748159639,0.970724831782064,0.756873542307901
"LDL CLEARANCE",1.04411573167501,-1.18544488729768,-1.3128549303046,-0.696601901780643
"LECTIN PATHWAY OF COMPLEMENT ACTIVATION",-0.98500735565906,1.31664253557766,-0.865968685003634,1.25686537025246
"LEISHMANIA INFECTION",1.11112091141024,-1.10491447286246,0.841100284639056,0.993182248226058
"LINOLEIC ACID LA METABOLISM",0.922380741405301,-0.554320944210005,1.15359752168432,0.705009671446009
"LIPOPHAGY",0.737639731461238,-0.771967187301629,1.24848439874732,0.717539447536731
"LISTERIA MONOCYTOGENES ENTRY INTO HOST CELLS",0.727906032872509,-0.830039649360708,-1.16333091927079,0.757298724589699
"LONG TERM POTENTIATION",1.20048548755765,-2.09375980058196,-1.29994837377388,-2.01538049253083
"LOSS OF FUNCTION OF MECP2 IN RETT SYNDROME",0.817692844705359,0.768557631313755,-1.25141972121838,1.19253176896803
"LOSS OF FUNCTION OF SMAD2 3 IN CANCER",1.00887624691278,0.653491074385074,1.21083906165167,0.96704017382203
"LOSS OF MECP2 BINDING ABILITY TO THE NCOR SMRT COMPLEX",-1.32266158832234,-0.858695590771992,-1.25141972121838,0.90514849083328
"LYSOSOME VESICLE BIOGENESIS",1.034128211376,-0.65774876588709,-1.04972202437538,1.1438335545377
"MAP2K AND MAPK ACTIVATION",1.11086647067398,0.850175516475994,0.630728052975927,1.08797930638174
"MAP3K8 TPL2 DEPENDENT MAPK1 3 ACTIVATION",1.01440432338167,-0.888551104359293,0.803548624480047,0.839008598019026
"MAPK1 ERK2 ACTIVATION",0.929589427456786,-0.703320467278602,-0.799173980382034,0.742318487875555
"MAPK3 ERK1 ACTIVATION",0.715095932166784,0.50321907874368,0.783848114868203,0.883343669366286
"MAPK6 MAPK4 SIGNALING",-0.804382318012187,-0.623578581684675,-0.923341081595687,1.01250009331658
"MAPK FAMILY SIGNALING CASCADES",0.832872394830154,-1.04968310197477,-1.03866594555499,0.785988614436341
"MAPK TARGETS NUCLEAR EVENTS MEDIATED BY MAP KINASES",1.25963077154405,-1.0490977897899,-0.748735826375618,0.869066333274269
"MASTL FACILITATES MITOTIC PROGRESSION",-0.942608136964408,1.01661922636916,-0.903535015392722,1.17346435395141
"MATERNAL TO ZYGOTIC TRANSITION MZT",0.522593900797491,2.04167510661673,1.66998260613282,2.02212037595107
"MATURATION OF SARS COV 1 NUCLEOPROTEIN",1.23922150577173,-1.34890518007762,1.28303559854743,-1.15329909415856
"MATURATION OF SARS COV 2 NUCLEOPROTEIN",1.25046408696815,-0.977647004460329,0.716848024681453,0.925879047795978
"MATURATION OF SARS COV 2 SPIKE PROTEIN",-0.478482128408029,0.682350239980297,1.27272180756232,0.741979796224041
"MECP2 REGULATES NEURONAL RECEPTORS AND CHANNELS",0.681356628073262,-1.1066388096064,-0.777490965410429,-0.803959394521773
"MECP2 REGULATES TRANSCRIPTION FACTORS",0.681356628073262,-1.10751321995214,-0.777490965410429,-0.932057726465431
"MECP2 REGULATES TRANSCRIPTION OF NEURONAL LIGANDS",0.681356628073262,1.19035125008815,0.676196795811842,1.19820639826708
"MEIOSIS",0.817055123426926,1.94805546259401,2.01580996493464,1.97653445064397
"MEIOTIC RECOMBINATION",-0.446974841180621,2.12937648407328,2.14070421365825,2.17990114190225
"MEIOTIC SYNAPSIS",1.05832517820485,2.01519934685407,2.264856266453,1.95670740512735
"METABOLIC DISORDERS OF BIOLOGICAL OXIDATION ENZYMES",1.19732855492519,-0.889411155378698,1.3041788700669,-1.19940803991456
"METABOLISM OF AMINE DERIVED HORMONES",0.801363475302575,0.731620777280157,1.24281181370551,0.800723605270149
"METABOLISM OF AMINO ACIDS AND DERIVATIVES",1.10153502177145,1.13944418482506,-1.14102276619323,1.426098251283
"METABOLISM OF ANGIOTENSINOGEN TO ANGIOTENSINS",-1.35580798928561,-1.47086479636624,1.57588358315365,-1.59048288162416
"METABOLISM OF CARBOHYDRATES",1.16649202934846,-1.22052451190275,1.1052783184746,-0.925368133746798
"METABOLISM OF COFACTORS",1.18789863896078,-1.08360728440171,-1.32214765100671,-0.704486817797694
"METABOLISM OF FAT SOLUBLE VITAMINS",1.03550545451882,-1.08228762271476,0.688087275920464,-0.99881198980149
"METABOLISM OF FOLATE AND PTERINES",1.1029971108788,-0.984626263565912,-1.44972606265849,0.687174509734676
"METABOLISM OF NUCLEOTIDES",1.14940936626811,-0.938159568225909,-1.14364104002717,0.598335574500607
"METABOLISM OF POLYAMINES",1.10123151579885,0.399582873900372,-1.43102120235555,1.04417889603318
"METABOLISM OF PORPHYRINS",1.14700206150838,-1.15821736483794,0.662007164032961,-1.02206328087127
"METABOLISM OF RNA",1.12021828561266,1.02024749764278,-1.16716780768733,1.35980973384512
"METABOLISM OF STEROIDS",1.13023046786053,-1.31084221807667,-0.824885001007067,-0.935252703441227
"METABOLISM OF STEROID HORMONES",1.22700139614347,-1.09078636357109,1.81181169540321,-1.15201680575073
"METABOLISM OF VITAMINS AND COFACTORS",1.40884593386677,-1.45806385412718,0.959618262440169,-1.20857868616229
"METABOLISM OF WATER SOLUBLE VITAMINS AND COFACTORS",1.36585170262995,-1.46483994588366,-0.681990606718853,-1.26550173435992
"METALLOPROTEASE DUBS",0.908870876846918,1.79368302899911,1.29411810536236,1.81395706355491
"METALLOTHIONEINS BIND METALS",0.845298888251557,1.17484980407481,1.26271100699878,1.47995801448229
"METAL SEQUESTRATION BY ANTIMICROBIAL PROTEINS",-0.717348961669324,1.24292487085007,-1.32875367493495,1.09254037738442
"MET ACTIVATES PI3K AKT SIGNALING",0.894239189711313,-0.575814230803383,-0.907072792978833,0.841006070357259
"MET ACTIVATES PTK2 SIGNALING",-0.845174594445972,-1.4093082134405,1.35911887621132,-1.25214888307139
